label,count_dots,count_delimiters,is_domain_ip,is_hyphen_present,count_sub_dir,count_sub_domain,count_queries,shady_tld,is_suspicious_part_hidden,is_tiny_url,anchor_in_url
1,3,0,0,0,12,1,0,0,1,0,0.25
1,5,0,0,0,7,0,0,0,1,0,-1.0
1,6,0,0,0,7,0,0,0,1,0,-1.0
1,2,2,0,6,1,0,1,0,0,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.2
1,9,0,0,0,2,0,0,0,0,0,0.6
1,9,0,0,0,1,0,0,0,0,0,0.6
1,2,1,0,0,3,1,0,0,1,0,-1.0
1,2,0,0,1,3,1,0,0,0,0,-1.0
1,2,0,0,1,2,1,0,0,0,0,-1.0
1,2,0,0,0,3,1,0,0,0,0,0.5
1,1,1,0,0,3,0,0,0,0,0,0.0
1,2,0,0,0,2,1,0,0,0,0,0.666667
1,1,0,0,1,1,0,0,0,0,0,0.0
1,2,0,0,0,3,1,0,0,0,0,-1.0
1,3,0,0,0,1,1,0,0,0,0,-1.0
1,3,2,0,1,2,2,0,0,1,0,0.0
1,2,2,0,0,1,0,1,0,0,0,0.0
1,2,2,0,0,1,0,1,0,0,0,0.0
1,2,2,0,0,1,0,1,0,0,0,-1.0
1,2,0,0,0,0,1,0,0,0,0,0.0
1,5,10,0,0,3,0,3,0,1,0,0.2
1,1,2,0,0,7,0,1,0,1,0,-1.0
1,1,0,0,1,0,0,0,0,0,0,0.190476
1,3,0,0,0,3,1,0,0,1,0,-1.0
1,2,0,0,0,3,1,0,0,0,0,0.363636
1,2,0,0,0,1,1,0,0,0,0,0.397059
1,3,0,0,0,1,1,0,0,0,0,-1.0
1,2,0,0,0,3,1,0,0,0,0,-1.0
1,2,0,0,0,1,1,0,0,0,0,-1.0
1,3,0,0,0,2,1,0,0,0,0,-1.0
1,3,0,0,1,3,1,0,0,0,0,0.285714
1,1,0,0,0,1,0,0,1,0,0,0.027027
1,3,1,0,0,3,1,0,0,0,0,-1.0
1,2,0,0,0,5,1,0,0,0,0,-1.0
1,3,8,0,0,7,0,2,0,1,0,0.0
1,3,1,0,0,5,0,0,0,1,0,-1.0
1,3,0,0,0,5,0,0,0,1,0,-1.0
1,3,1,0,0,5,0,0,0,1,0,-1.0
1,3,0,0,0,5,0,0,0,1,0,-1.0
1,3,0,0,0,5,0,0,0,1,0,-1.0
1,3,0,0,0,5,0,0,0,1,0,-1.0
1,3,0,0,0,5,0,0,0,1,0,-1.0
1,2,0,0,0,3,0,0,0,0,0,-1.0
1,2,0,0,0,2,0,0,0,0,0,-1.0
1,2,0,0,0,0,1,0,0,0,0,-1.0
1,3,1,0,0,2,1,0,0,0,0,-1.0
1,2,0,0,0,2,1,0,0,0,0,-1.0
1,3,0,0,0,2,1,0,0,0,0,-1.0
1,2,0,0,0,0,1,0,0,0,0,-1.0
1,3,2,0,0,2,1,0,0,0,0,-1.0
1,2,0,0,0,4,0,0,0,0,0,-1.0
1,3,0,0,0,5,1,0,0,0,0,-1.0
1,2,0,0,0,5,1,0,0,0,0,-1.0
1,3,0,0,0,5,0,0,0,0,0,-1.0
1,3,1,0,0,4,1,0,0,1,0,-1.0
1,3,1,0,0,4,1,0,0,1,0,-1.0
1,2,0,0,0,4,0,0,0,0,0,0.5
1,2,0,0,0,2,0,0,0,0,0,-1.0
1,2,8,0,0,4,0,3,0,1,0,-1.0
1,2,6,0,0,4,0,2,0,1,0,-1.0
1,2,0,0,0,3,0,0,0,0,0,-1.0
1,2,0,0,1,4,0,0,0,1,0,-1.0
1,1,0,0,0,5,0,0,0,0,0,0.03125
1,2,2,0,0,5,0,1,0,1,0,-1.0
1,2,9,0,0,3,0,3,0,1,0,0.0
1,3,2,0,0,5,0,1,0,0,0,-1.0
1,2,0,0,0,3,0,0,0,0,0,0.179487
1,2,0,0,0,3,0,0,0,0,0,0.179487
1,3,0,0,0,3,0,0,0,0,0,0.0
1,4,0,0,0,1,1,0,0,0,0,0.0
1,1,1,0,0,5,0,0,0,0,0,-1.0
1,5,0,0,1,5,1,0,0,1,0,-1.0
1,5,0,0,1,5,1,0,0,1,0,-1.0
1,2,0,0,0,3,1,0,0,0,0,0.5
1,3,0,0,0,4,1,0,0,1,0,-1.0
1,3,0,0,1,1,1,0,0,0,0,-1.0
1,4,4,0,0,4,1,2,1,1,0,-1.0
1,2,0,0,0,3,1,0,0,0,0,0.5
1,2,0,0,1,3,1,0,0,0,0,-1.0
1,2,9,0,0,2,0,3,0,1,0,-1.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,2,0,0,0,3,1,0,0,0,0,-1.0
1,4,0,0,0,5,0,0,0,1,0,0.666667
1,2,9,0,0,6,0,3,0,1,0,1.0
1,2,9,0,0,6,0,3,0,1,0,1.0
1,3,9,0,0,6,1,3,0,1,0,1.0
1,2,9,0,0,3,0,3,0,1,0,1.0
1,2,9,0,0,3,0,3,0,1,0,1.0
1,2,9,0,0,3,0,3,0,1,0,1.0
1,3,0,0,1,3,1,0,0,1,0,-1.0
1,4,0,0,0,4,1,0,0,0,0,0.0
1,4,0,0,0,4,1,0,0,0,0,0.0
1,3,0,0,1,3,1,0,0,1,0,-1.0
1,5,0,0,1,5,1,0,0,1,0,-1.0
1,2,0,0,0,3,1,0,0,0,0,-1.0
1,3,7,0,1,3,1,2,0,1,0,-1.0
1,2,0,0,0,1,0,0,0,0,0,-1.0
1,2,7,0,0,2,0,3,0,1,0,-1.0
1,3,0,0,1,1,1,0,0,0,0,-1.0
1,1,0,0,0,4,0,0,0,0,0,-1.0
1,3,7,0,0,6,0,2,0,1,0,-1.0
1,3,0,0,0,1,1,0,0,0,0,-1.0
1,3,0,0,1,3,1,0,0,0,0,-1.0
1,2,8,0,0,4,0,3,0,1,0,-1.0
1,2,6,0,0,4,0,2,0,1,0,-1.0
1,2,22,0,0,4,0,7,0,1,0,-1.0
1,3,9,0,0,3,0,3,0,1,0,0.0
1,2,2,0,0,4,0,1,0,1,0,-1.0
1,2,0,0,0,6,0,0,1,1,0,0.0
1,4,5,0,0,6,0,2,1,1,0,0.0
1,2,0,0,0,6,0,0,1,1,0,0.0
1,2,0,0,0,6,0,0,1,1,0,0.0
1,4,5,0,0,6,0,2,1,1,0,0.0
1,2,0,0,0,4,0,0,0,0,0,-1.0
1,3,0,0,1,3,1,0,0,1,0,-1.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,5,0,0,6,0,2,1,1,0,0.0
1,3,6,0,0,11,0,2,0,1,0,-1.0
1,2,0,0,1,3,1,0,0,0,0,-1.0
1,6,12,0,0,1,0,4,0,1,0,1.0
1,3,9,0,0,3,0,3,0,1,0,0.0
1,5,0,0,1,5,1,0,0,1,0,-1.0
1,5,0,0,1,5,1,0,0,1,0,-1.0
1,5,0,0,1,5,1,0,0,1,0,-1.0
1,2,0,0,0,6,0,0,1,1,0,0.0
1,2,0,0,0,6,0,0,1,1,0,0.0
1,4,0,0,0,3,1,0,0,1,0,-1.0
1,1,0,0,0,4,0,0,0,0,0,-1.0
1,4,11,0,0,6,1,3,0,1,0,-1.0
1,4,5,0,0,6,0,2,1,1,0,0.0
1,5,0,0,1,5,1,0,0,1,0,-1.0
1,4,0,0,1,2,3,0,0,0,0,-1.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,3,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,0,0,0.0
1,4,6,0,0,6,0,2,0,1,0,1.0
1,4,1,0,1,2,2,0,0,0,0,0.0
1,4,0,1,0,3,0,0,1,0,0,-1.0
1,2,0,0,0,3,0,0,0,0,0,1.0
1,5,1,0,0,12,0,0,0,1,0,0.0
1,4,2,0,1,2,2,0,1,1,0,-1.0
1,2,1,0,0,3,1,0,0,0,0,0.5
1,1,1,0,0,3,0,0,0,0,0,0.5
1,2,5,0,0,1,0,2,0,1,0,-1.0
1,2,0,0,0,3,0,0,0,0,0,-1.0
1,3,5,0,0,1,1,2,0,1,0,-1.0
1,3,2,0,1,1,1,1,0,0,0,-1.0
1,2,2,0,0,1,0,1,0,0,0,0.0
1,4,2,0,0,1,1,1,0,0,0,-1.0
1,3,0,0,0,0,1,0,0,0,0,-1.0
1,2,0,0,0,3,1,0,0,0,0,-1.0
1,2,1,0,0,1,1,1,0,0,0,-1.0
1,2,0,0,0,2,0,0,0,0,0,0.0
1,3,0,0,0,2,1,0,0,0,0,-1.0
1,3,0,0,1,5,0,0,0,0,0,0.0416667
1,2,0,0,0,1,1,0,0,0,0,-1.0
1,2,0,0,4,1,1,0,0,0,0,-1.0
1,2,0,0,2,1,1,0,0,0,0,-1.0
1,2,0,0,0,1,1,0,0,0,0,-1.0
1,2,0,0,2,2,1,0,0,0,0,0.285714
1,2,0,0,0,1,1,0,0,0,0,-1.0
1,3,0,0,0,3,1,0,0,0,0,1.0
1,2,0,0,1,0,1,0,0,0,0,-1.0
1,3,1,0,0,2,1,0,0,1,0,-1.0
1,3,1,0,0,2,1,0,0,0,0,-1.0
1,3,0,0,0,2,1,0,0,0,0,-1.0
1,3,0,0,0,1,1,0,0,0,0,-1.0
1,2,0,0,0,2,1,0,0,0,0,-1.0
1,2,0,0,0,0,1,0,0,0,0,-1.0
1,3,0,0,0,2,1,0,0,0,0,-1.0
1,2,0,0,0,0,1,0,0,0,0,-1.0
1,2,0,0,0,1,1,0,0,0,0,0.397059
1,2,0,0,0,3,0,0,0,0,0,-1.0
1,2,0,0,0,1,1,0,0,0,0,0.397059
1,2,0,0,0,3,1,0,0,0,0,-1.0
1,3,2,0,0,1,0,1,0,0,0,0.0
1,3,2,0,0,2,0,1,0,0,0,0.0
1,2,2,0,0,1,0,1,0,0,0,-1.0
1,3,0,0,0,7,1,0,1,1,0,-1.0
1,1,0,0,1,1,0,0,0,0,0,0.0
1,1,0,0,0,1,0,0,0,0,0,0.0625
1,2,1,0,0,6,0,0,0,0,0,0.25
1,2,0,0,0,6,0,0,0,0,0,-1.0
1,2,0,0,0,1,1,0,0,0,0,0.397059
1,2,0,0,0,1,1,0,0,0,0,0.982759
1,2,0,0,0,5,1,0,1,0,0,0.0416667
1,5,10,0,0,2,0,3,0,1,0,0.2
1,2,0,0,0,2,0,0,0,0,0,-1.0
1,2,0,0,0,2,0,0,0,0,0,-1.0
1,2,0,0,0,1,1,0,0,0,0,0.982759
1,1,0,0,0,1,0,0,0,0,0,-1.0
1,2,0,0,0,1,1,0,0,0,0,0.397059
1,2,0,0,0,6,0,0,0,0,0,0.0
1,2,0,0,0,1,0,0,0,0,0,0.0
1,2,0,0,0,1,1,0,0,0,0,0.98818
1,2,0,0,0,1,1,0,0,0,0,-1.0
1,5,0,0,3,2,3,0,0,1,0,-1.0
1,2,0,0,0,6,0,0,0,1,0,-1.0
1,5,0,0,1,7,1,0,0,1,0,-1.0
1,2,0,0,0,7,0,0,0,1,0,-1.0
1,2,0,0,0,5,1,0,0,0,0,-1.0
1,1,0,0,0,7,0,0,0,1,0,1.0
1,2,0,0,0,8,0,0,0,1,0,-1.0
1,2,0,0,0,4,0,0,0,0,0,-1.0
1,3,1,0,0,5,2,0,0,0,0,-1.0
1,2,1,0,0,10,1,0,0,1,0,0.0
1,2,1,0,0,10,1,0,0,1,0,0.0
1,10,12,0,0,3,1,4,0,1,0,1.0
1,10,12,0,0,3,1,4,0,1,0,1.0
1,10,12,0,0,3,1,4,0,1,0,1.0
1,9,12,0,0,3,0,4,0,1,0,1.0
1,2,0,0,1,3,0,0,0,0,0,-1.0
1,2,0,0,0,3,0,0,0,0,0,0.0
1,3,0,0,0,4,1,0,0,1,0,-1.0
1,4,1,0,1,2,2,0,0,0,0,0.0
1,4,1,0,1,2,2,0,0,0,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,7,9,0,2,3,3,3,0,1,0,-1.0
1,4,0,0,0,4,3,0,0,1,0,0.0245399
1,4,1,0,1,2,2,0,0,0,0,0.0
1,4,1,0,1,2,2,0,0,0,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,0,0,0.0
1,4,1,0,1,2,2,0,0,0,0,0.0
1,3,1,0,1,2,2,0,0,1,0,0.0
1,2,0,0,5,1,0,0,0,0,0,-1.0
1,3,0,0,1,2,1,0,0,0,0,-1.0
1,1,1,0,0,7,0,0,1,1,0,1.0
1,2,0,0,7,2,0,0,0,1,0,-1.0
1,1,0,0,0,2,0,0,0,0,0,-1.0
1,3,0,0,0,3,1,0,0,0,0,0.5
1,2,0,0,0,3,0,0,0,0,0,-1.0
1,2,0,0,0,1,1,0,0,0,0,0.982759
1,7,0,0,3,6,3,0,0,1,0,-1.0
1,1,0,0,2,1,0,0,0,0,0,0.0
1,2,0,0,0,2,0,0,0,1,0,0.0909091
1,3,7,0,0,7,0,2,0,1,0,-1.0
1,1,0,0,0,3,0,0,1,0,0,0.417249
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,0,0,0,3,0,0,1,0,0,-1.0
1,2,0,0,0,3,1,0,0,0,0,-1.0
1,2,0,0,0,1,1,0,0,0,0,-1.0
1,6,0,0,0,2,4,0,0,0,0,-1.0
1,3,7,0,0,5,0,2,0,1,0,0.0
1,4,1,0,1,2,2,0,0,0,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,0,0,0.0
1,2,0,0,1,2,1,0,0,0,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0425532
1,2,0,0,0,3,1,0,0,0,0,0.5
1,2,0,0,0,3,1,0,0,0,0,0.5
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,0,0,0.0
1,5,7,0,1,3,1,2,0,1,0,-1.0
1,2,0,0,0,1,1,0,0,0,0,0.25
1,1,0,0,0,10,0,0,0,1,0,0.0
1,3,1,0,1,2,2,0,0,1,0,0.0
1,2,0,0,0,4,1,0,0,0,0,1.0
1,2,0,0,0,5,1,0,0,0,0,-1.0
1,2,0,0,0,3,0,0,0,0,0,1.0
1,2,0,0,1,8,0,0,0,1,0,0.0
1,2,0,0,1,8,0,0,0,1,0,0.0
1,2,0,0,1,8,0,0,0,1,0,0.0
1,1,0,0,0,3,0,0,0,0,0,0.0
1,2,0,0,0,2,1,0,0,0,0,-1.0
1,3,0,0,2,2,1,0,0,1,0,-1.0
1,2,0,0,0,8,0,0,0,0,0,-1.0
1,2,0,0,0,6,0,0,0,1,0,0.0
1,2,0,0,0,5,0,0,0,0,0,-1.0
1,3,0,0,1,2,1,0,0,0,0,-1.0
1,1,0,0,0,5,0,0,0,0,0,0.0
1,2,0,0,0,3,0,0,0,0,0,0.166667
1,4,7,0,0,6,1,2,0,1,0,0.0
1,1,0,0,0,7,0,0,0,1,0,-1.0
1,2,0,0,0,5,0,0,0,1,0,1.0
1,1,0,0,0,4,0,0,0,1,0,1.0
1,1,0,0,0,5,0,0,0,1,0,1.0
1,3,0,0,0,3,1,0,0,0,0,-1.0
1,2,9,0,0,5,0,3,0,1,0,-1.0
1,3,0,0,0,1,1,0,0,0,0,-1.0
1,7,10,0,3,11,2,2,0,1,0,0.0
1,3,1,0,1,2,2,0,0,1,0,0.0
1,2,0,0,0,1,1,0,0,0,0,0.0
1,3,0,0,0,7,1,0,0,1,0,-1.0
1,3,0,1,0,1,0,0,1,0,0,-1.0
1,1,1,0,0,5,0,0,0,1,0,1.0
1,3,0,0,0,1,1,0,0,0,0,0.0
1,2,0,0,0,3,0,0,0,0,0,-1.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,5,8,0,0,5,1,2,1,1,0,0.0
1,3,0,0,2,3,2,0,0,0,0,-1.0
1,2,0,0,1,1,0,0,0,0,0,-1.0
1,3,1,0,1,2,2,0,0,1,0,0.0
1,3,1,0,1,2,2,0,0,1,0,0.0
1,1,0,0,3,1,0,0,0,0,0,-1.0
1,2,0,0,0,3,0,0,0,0,0,0.0
1,2,9,0,0,3,0,3,0,1,0,0.0
1,2,0,0,0,3,0,0,0,0,0,0.0
1,3,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,0,0,0.0
1,3,3,0,0,1,1,2,0,1,0,0.0
1,2,0,0,1,2,1,0,0,0,0,0.0
1,2,0,0,1,2,1,0,0,0,0,0.0
1,2,0,0,1,1,1,0,0,0,0,0.0
1,1,1,0,0,7,0,0,0,1,0,0.0
1,2,0,0,0,3,1,0,0,0,0,-1.0
1,1,0,0,0,1,0,0,0,1,0,0.0
1,1,0,0,0,1,0,0,0,1,0,0.0
1,2,0,0,0,3,1,0,0,0,0,-1.0
1,1,0,0,1,1,0,0,0,0,0,-1.0
1,2,0,0,1,1,1,0,0,0,0,0.525
1,4,0,0,0,5,1,0,0,0,0,0.0
1,3,0,0,0,3,0,0,0,0,0,-1.0
1,3,6,0,0,7,0,2,0,1,0,-1.0
1,1,0,0,0,1,0,0,0,0,0,-1.0
1,3,7,0,0,9,0,2,0,1,0,1.0
1,1,2,0,0,7,0,0,0,1,0,1.0
1,3,7,0,0,9,0,2,0,1,0,1.0
1,1,2,0,0,6,0,0,0,1,0,1.0
1,2,0,0,1,0,1,0,0,0,0,0.0
1,1,0,0,1,1,0,0,0,0,0,0.0
1,1,1,0,1,4,0,0,0,0,0,0.5
1,3,0,0,0,3,0,0,0,1,0,-1.0
1,4,1,0,1,2,2,0,0,1,0,0.0449438
1,4,1,0,1,2,2,0,0,1,0,0.0
1,2,0,0,0,5,0,0,0,1,0,0.8
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,3,2,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,4,1,0,1,2,2,0,0,1,0,0.0
1,7,7,0,1,2,0,3,0,1,0,-1.0
1,3,2,0,1,2,0,1,0,0,0,-1.0
1,4,1,0,1,2,2,0,0,0,0,0.0
1,2,12,0,0,2,0,4,0,1,0,0.777778
1,1,0,0,1,0,0,0,0,0,0,-1.0
1,1,0,0,1,1,0,0,0,0,0,1.0
1,2,7,0,1,1,0,3,0,1,0,1.0
1,1,0,0,0,0,0,0,0,0,0,-1.0
1,2,0,0,0,1,1,0,0,0,0,0.25
1,2,0,0,0,1,1,0,0,0,0,-1.0
1,2,0,0,1,0,1,0,1,0,0,-1.0
1,2,0,0,0,0,1,0,0,0,0,0.0232558
1,1,0,0,0,0,0,0,0,0,0,-1.0
1,5,1,0,0,9,0,0,1,1,0,0.0
1,5,1,0,0,9,0,0,1,1,0,0.0
1,6,2,0,0,9,0,1,1,1,0,0.0
1,4,1,0,0,9,0,0,1,1,0,0.0
1,6,2,0,0,9,0,1,1,1,0,0.0
1,2,0,0,0,1,1,0,0,0,0,0.875
1,2,0,0,0,1,1,0,0,0,0,0.397059
1,2,0,0,0,4,0,0,1,0,0,0.0
1,2,0,0,0,1,1,0,0,0,0,0.322581
1,4,10,0,0,4,1,3,0,1,0,-1.0
1,3,0,0,0,2,0,0,0,0,0,-1.0
1,3,9,0,0,2,1,3,0,1,0,1.0
1,3,0,0,0,3,0,0,0,0,0,1.0
1,1,0,0,0,3,0,0,0,0,0,0.0
1,3,0,0,0,2,0,0,0,0,0,0.113636
1,2,1,0,0,3,0,0,0,0,0,0.833333
1,1,1,0,0,6,0,0,0,0,0,-1.0
1,1,0,0,0,2,0,0,0,0,0,1.0
1,2,0,0,0,3,0,0,0,0,0,0.0
1,2,0,0,0,2,0,0,0,0,0,0.0
1,4,0,0,0,5,0,0,0,0,0,-1.0
1,4,2,0,0,5,0,1,0,0,0,-1.0
1,3,0,0,0,5,0,0,0,0,0,-1.0
1,2,0,0,0,4,0,0,0,0,0,-1.0
1,6,5,0,0,8,0,2,0,1,0,0.0588235
1,4,0,0,0,6,0,0,0,1,0,0.0588235
1,2,1,0,0,7,0,0,0,1,0,0.166667
1,4,0,0,0,3,0,0,0,1,0,-1.0
1,4,0,0,0,3,0,0,0,1,0,-1.0
1,2,10,0,0,9,0,3,0,1,0,-1.0
1,2,10,0,0,9,0,3,0,1,0,-1.0
1,4,5,0,0,5,0,2,0,1,0,0.0
1,2,0,0,1,1,1,0,0,0,0,0.142857
1,1,0,0,0,11,0,0,0,1,0,0.857143
1,2,0,0,0,5,0,0,0,0,0,-1.0
1,1,0,0,0,5,0,0,0,0,0,-1.0
1,3,0,0,0,5,1,0,0,1,0,0.8
1,1,1,0,0,5,0,0,0,0,0,-1.0
1,2,0,0,0,3,1,0,0,0,0,-1.0
1,2,0,0,0,3,1,0,0,0,0,-1.0
1,2,9,0,0,4,0,3,0,1,0,0.0
1,2,9,0,0,4,0,3,0,1,0,0.0
1,2,9,0,0,4,0,3,0,1,0,0.0
1,2,9,0,0,4,0,3,0,1,0,0.0
1,2,9,0,0,4,0,3,0,1,0,0.0
1,2,9,0,0,4,0,3,0,1,0,0.0
1,2,9,0,0,4,0,3,0,1,0,0.0
1,2,9,0,1,1,0,3,0,1,0,1.0
1,6,2,0,0,4,1,1,0,1,0,0.352941
1,1,0,0,0,1,0,0,1,0,0,-1.0
1,2,0,0,2,1,1,0,0,0,0,0.4
1,2,0,0,1,1,1,0,0,0,0,0.0
1,3,1,0,1,2,2,0,0,1,0,0.0
1,2,0,0,0,3,1,0,0,0,0,-1.0
1,3,0,0,0,2,1,0,0,0,0,0.6
1,1,0,0,0,2,0,0,0,0,0,-1.0
1,4,1,0,1,2,2,0,0,1,0,0.047619
1,2,0,0,0,1,1,0,0,0,0,-1.0
1,2,0,0,0,3,0,0,0,0,0,-1.0
1,5,4,0,3,11,2,0,0,1,0,0.0
1,7,9,0,3,11,2,2,0,1,0,0.0
1,5,3,0,3,9,2,0,0,1,0,0.0
1,1,0,0,0,2,0,0,0,0,0,0.0
1,2,0,0,0,2,0,0,0,0,0,0.0
1,2,5,0,1,5,0,2,0,1,0,0.857143
1,1,1,0,0,1,0,0,0,0,0,0.0
1,2,0,0,0,5,0,0,0,1,0,-1.0
1,2,9,0,0,3,0,3,0,1,0,0.0
1,4,1,0,0,4,1,0,0,1,0,0.0
1,2,0,0,0,1,1,0,0,0,0,-1.0
1,4,0,0,0,4,1,0,0,0,0,0.0
1,3,0,0,0,4,1,0,0,0,0,0.0
1,2,0,0,0,2,1,0,0,0,0,0.333333
1,2,0,0,2,2,1,0,0,0,0,0.285714
1,2,0,0,0,2,1,0,0,0,0,0.333333
1,2,0,0,0,1,1,0,0,0,0,0.4
1,3,0,0,0,1,1,0,0,0,0,0.0
1,2,0,0,0,1,1,0,0,0,0,0.0
1,1,0,0,0,3,0,0,0,0,0,-1.0
1,2,0,0,0,0,1,0,0,0,0,-1.0
1,3,2,0,3,1,1,1,0,0,0,0.0
1,2,2,0,0,1,0,1,0,0,0,0.0
1,2,0,0,0,2,1,0,0,0,0,1.0
1,3,7,0,0,6,0,2,0,1,0,1.0
1,2,0,0,0,1,1,0,0,0,0,-1.0
1,3,0,0,0,6,0,0,0,0,0,0.0
1,2,0,0,1,2,1,0,0,0,0,-1.0
1,2,0,0,2,2,0,0,0,0,0,-1.0
1,2,0,0,0,1,1,0,0,0,0,0.0
1,2,0,0,1,2,0,0,0,0,0,-1.0
1,2,0,0,0,3,1,0,0,0,0,0.0
1,4,0,0,0,7,2,0,0,1,0,-1.0
1,3,4,0,0,3,1,2,0,1,0,0.0
1,1,0,0,1,0,0,0,0,0,0,-1.0
1,1,0,0,1,1,0,0,0,0,0,-1.0
1,1,0,0,1,0,0,0,0,0,0,-1.0
1,1,0,0,1,1,0,0,0,0,0,-1.0
1,2,0,0,1,0,1,0,0,0,0,-1.0
1,2,0,0,1,1,1,0,0,0,0,-1.0
1,2,0,0,1,0,1,0,0,0,0,-1.0
1,3,0,0,0,0,1,0,0,0,0,0.124031
1,2,0,0,0,4,0,0,0,0,0,-1.0
1,2,0,0,0,3,0,0,0,0,0,1.0
1,2,0,0,0,3,1,0,0,0,0,-1.0
1,2,0,0,0,6,0,0,0,0,0,-1.0
1,5,7,0,2,5,1,2,0,1,0,1.0
1,3,1,0,2,5,1,0,0,1,0,1.0
1,5,7,0,2,5,1,2,0,1,0,1.0
1,2,0,0,0,3,0,0,0,0,0,0.0
1,2,0,0,0,1,1,0,0,0,0,0.72
1,1,0,0,0,2,0,0,0,0,0,0.0
1,2,9,0,0,3,0,3,0,1,0,1.0
1,2,0,0,0,3,0,0,0,0,0,1.0
1,3,0,0,0,8,0,0,0,1,0,-1.0
1,2,0,0,0,3,0,0,0,0,0,1.0
1,3,0,0,0,2,0,0,0,0,0,0.0
1,2,0,0,0,0,1,0,1,0,0,0.0
1,2,0,0,0,0,1,0,1,0,0,0.0
1,2,2,0,0,1,1,1,0,0,0,0.0
1,2,2,0,0,1,1,1,0,0,0,-1.0
1,2,2,0,1,1,1,1,0,0,0,0.0
1,2,2,0,0,1,1,1,0,0,0,0.0
1,3,3,0,0,3,0,1,0,0,0,1.0
