label,count_dots,count_delimiters,is_domain_ip,is_hyphen_present,count_sub_dir,count_sub_domain,count_queries,shady_tld,is_suspicious_part_hidden,is_tiny_url
1,2,0,0,0,1,1,0,0,0,0
1,2,0,0,0,0,1,0,0,0,0
1,2,2,0,0,1,0,1,0,0,0
1,3,2,0,3,1,1,1,0,0,0
1,2,2,0,0,1,0,1,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,1,0,0,0,1,0,0,0,0,1
1,1,0,0,0,6,0,0,0,0,0
1,2,9,0,0,4,0,3,0,1,0
1,2,0,0,0,4,0,0,0,0,0
1,3,7,0,0,6,0,2,0,1,0
1,2,0,0,2,2,0,0,0,0,0
1,1,0,0,0,2,0,0,0,0,0
1,1,0,0,0,2,0,0,0,0,0
1,1,0,0,0,2,0,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,1,0,0,1,0,0,0,0,0,0
1,4,1,0,0,5,0,1,0,0,0
1,2,0,0,1,0,1,0,0,0,0
1,4,0,0,0,2,0,0,0,0,0
1,5,0,0,0,2,1,0,0,0,0
1,3,0,0,0,3,0,0,0,0,0
1,2,0,0,0,3,1,0,0,0,0
1,2,9,0,0,2,0,3,0,1,0
1,5,7,0,2,5,1,2,0,1,0
1,3,0,0,0,2,1,0,0,0,0
1,2,0,0,0,3,0,0,0,0,0
1,3,0,0,0,8,0,0,0,1,0
1,1,0,0,0,4,0,0,0,0,0
1,2,0,0,0,3,0,0,0,0,0
1,3,0,0,0,2,0,0,0,0,0
1,6,2,0,0,2,1,1,0,1,0
1,2,2,0,0,2,1,1,0,0,0
1,2,0,0,0,4,0,0,0,0,0
1,3,0,0,0,3,1,0,0,0,0
1,2,0,0,0,0,1,0,0,0,0
1,2,0,0,1,3,1,0,0,0,0
1,2,1,0,5,1,0,0,0,0,0
1,2,0,0,5,1,0,0,0,0,0
1,2,0,0,0,3,0,0,0,0,0
1,2,0,0,0,5,0,0,1,0,0
1,2,0,0,0,5,0,0,1,0,0
1,1,0,0,0,4,0,0,1,0,0
1,1,0,0,0,5,0,0,1,0,0
1,2,0,0,0,3,0,0,0,0,0
1,2,0,0,0,9,0,0,0,1,0
1,3,0,0,0,2,0,0,0,0,0
1,3,0,0,2,4,1,0,0,0,0
1,2,0,0,0,2,1,0,0,0,0
1,2,0,0,0,2,1,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,2,0,0,0,3,1,0,0,0,0
1,2,0,0,2,0,1,0,0,0,0
1,3,0,0,0,1,1,0,0,0,0
1,3,0,0,0,1,1,0,0,0,0
1,3,0,0,0,1,1,0,0,0,0
1,2,0,0,0,3,1,0,0,0,0
1,4,1,0,1,2,2,0,0,1,0
1,4,1,0,1,2,2,0,0,1,0
1,2,0,0,1,0,1,0,0,0,0
1,2,0,0,2,2,1,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,4,6,0,0,6,1,2,0,1,0
1,1,0,0,0,1,0,0,1,0,0
1,2,0,0,0,1,1,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,5,1,0,0,8,0,0,0,1,0
1,7,6,0,0,8,0,2,0,1,0
1,3,0,0,0,2,0,0,0,0,0
1,1,1,0,0,3,0,0,0,0,0
1,1,1,0,0,3,0,0,0,0,0
1,4,1,0,0,2,2,0,0,0,0
1,4,1,0,0,2,2,0,0,0,0
1,4,1,0,0,2,2,0,0,0,0
1,3,0,0,1,0,2,0,0,0,0
1,4,2,0,0,2,3,1,1,1,0
1,2,0,0,0,1,1,0,0,0,0
1,2,0,0,0,3,0,0,0,0,0
1,2,0,0,0,2,0,0,0,0,0
1,3,6,0,0,8,0,2,0,1,0
1,1,0,0,0,5,0,0,0,0,0
1,2,0,0,0,3,1,0,0,0,0
1,2,0,0,0,3,1,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0
1,4,1,0,1,2,2,0,0,1,0
1,1,0,0,2,1,0,0,0,0,0
1,2,0,0,0,2,1,0,0,0,0
1,4,1,0,1,2,2,0,0,0,0
1,2,0,0,0,3,0,0,0,0,0
1,3,7,0,0,5,0,2,0,1,0
1,4,1,0,1,2,2,0,0,1,0
1,4,1,0,1,2,2,0,0,1,0
1,4,1,0,1,2,2,0,0,0,0
1,2,0,0,0,1,0,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,1,0,0,0,3,0,0,0,0,0
1,1,14,0,0,5,0,5,0,1,0
1,2,0,0,0,4,0,0,0,1,0
1,2,2,0,0,2,0,1,0,0,0
1,1,0,0,0,1,0,0,0,0,0
1,2,0,0,0,3,1,0,0,0,0
1,2,0,0,1,1,1,0,0,0,0
1,2,0,0,0,3,1,0,0,0,0
1,4,6,0,0,6,0,2,0,1,0
1,2,0,0,1,2,1,0,0,1,0
1,2,0,0,0,2,0,0,0,0,0
1,6,0,0,1,1,4,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0
1,3,0,0,0,2,1,0,0,0,0
1,3,0,0,0,2,1,0,0,0,0
1,7,0,1,0,5,0,0,1,1,0
1,2,0,0,0,1,1,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,1,0,0,0,1,0,0,0,0,1
1,2,0,0,0,9,0,0,0,1,0
1,4,0,0,1,1,1,0,0,0,0
1,6,0,0,0,7,2,0,0,1,0
1,2,0,0,0,2,0,0,0,0,0
1,2,2,0,0,3,0,0,0,0,0
1,4,1,0,1,2,2,0,0,0,0
1,4,1,0,1,2,2,0,0,0,0
1,4,0,0,0,3,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,1
1,2,0,0,1,3,1,0,0,0,0
1,2,0,0,0,5,0,0,0,1,0
1,4,1,0,1,2,2,0,0,0,0
1,8,2,0,0,7,2,1,0,1,0
1,7,3,0,0,7,2,1,0,1,0
1,3,0,0,1,8,1,0,0,1,0
1,3,0,0,0,1,1,0,0,0,0
1,3,7,0,0,7,0,2,0,1,0
1,2,0,0,0,4,0,0,0,0,0
1,1,0,0,0,2,0,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,2,0,0,0,0,1,0,0,0,0
1,8,8,0,0,5,0,1,0,1,0
1,2,0,0,1,1,1,0,0,0,0
1,2,0,0,1,2,1,0,0,0,0
1,2,0,0,1,2,1,0,0,0,0
1,10,12,0,0,3,1,4,0,1,0
1,10,9,0,0,3,1,4,0,1,0
1,5,2,0,0,3,1,1,0,1,0
1,9,9,0,0,3,0,4,0,1,0
1,4,2,0,0,3,0,1,0,0,0
1,9,12,0,0,3,0,4,0,1,0
1,2,0,0,0,5,0,0,0,1,0
1,1,0,0,0,5,0,0,0,1,0
1,2,2,0,0,1,0,1,1,0,0
1,2,2,0,0,1,0,1,1,0,0
1,2,2,0,1,1,1,1,0,0,0
1,2,3,0,0,7,0,1,0,1,0
1,3,0,0,0,5,0,0,0,1,0
1,3,0,0,0,5,0,0,0,1,0
1,2,0,0,0,5,0,0,0,1,0
1,1,0,0,0,4,0,0,0,1,0
1,1,0,0,0,5,0,0,0,1,0
1,2,0,0,0,3,1,0,0,0,0
1,2,7,0,0,4,0,2,0,1,0
1,1,0,0,0,1,0,0,1,0,1
1,1,0,0,0,2,0,0,0,0,0
1,7,8,0,0,2,0,3,0,1,0
1,4,0,0,0,5,1,0,0,0,0
1,2,0,0,0,5,0,0,0,0,0
1,3,0,0,1,3,2,0,1,0,0
1,2,0,0,0,3,1,0,0,0,0
1,1,5,0,0,9,0,1,0,1,0
1,3,7,0,0,4,0,3,0,1,0
1,2,0,0,0,3,1,0,0,0,0
1,2,0,0,0,3,1,0,0,0,0
1,2,0,0,1,0,1,0,0,0,0
1,2,0,0,1,3,1,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0
1,2,0,0,3,1,1,0,0,0,0
1,2,0,0,2,1,1,0,0,0,0
1,2,0,0,0,2,1,0,0,0,0
1,2,0,0,2,1,1,0,0,0,0
1,2,0,0,0,2,0,0,0,0,0
1,2,0,0,0,2,1,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,1,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,3,0,0,0,4,0,0,0,1,0
1,2,2,0,1,1,0,1,0,0,0
1,5,1,0,0,3,0,0,0,0,0
1,5,2,0,2,4,2,1,0,1,0
1,2,0,0,0,1,1,0,0,0,0
1,2,0,0,0,3,0,0,0,0,0
1,2,2,0,0,4,0,1,0,1,0
1,2,2,0,0,2,1,1,0,1,0
1,1,0,0,0,0,0,0,0,0,0
1,5,10,0,1,2,1,3,0,1,0
1,2,0,0,0,3,0,0,0,0,0
1,2,0,0,0,2,1,0,0,0,0
1,1,0,0,0,3,0,0,0,0,0
1,2,0,0,1,1,0,0,0,0,0
1,3,6,0,0,6,0,2,0,1,0
1,1,0,0,0,4,0,0,0,0,0
1,1,0,0,0,3,0,0,0,0,0
1,2,2,0,0,4,1,0,0,1,0
1,2,2,0,0,3,1,0,0,1,0
1,2,0,0,0,3,0,0,0,0,0
1,2,1,0,1,4,1,0,0,0,0
1,5,10,0,1,2,1,3,0,1,0
1,1,11,0,0,3,0,0,0,1,0
1,1,11,0,0,4,0,0,0,1,0
1,4,6,0,1,6,1,2,0,1,0
1,2,1,0,1,3,1,0,0,0,0
1,2,1,0,1,6,1,0,0,1,0
1,2,1,0,1,5,1,0,0,1,0
1,2,0,0,0,3,0,0,0,0,0
1,1,0,0,0,4,0,0,0,0,0
1,2,0,0,0,4,0,0,0,0,0
1,2,0,0,0,3,0,0,0,0,0
1,3,0,0,0,2,0,0,0,0,0
1,1,2,0,0,2,0,0,0,0,0
1,1,2,0,0,2,0,0,0,0,0
1,3,0,0,0,4,0,0,0,0,0
1,3,0,0,0,4,0,0,0,0,0
1,2,0,0,1,1,1,0,0,0,0
1,3,0,0,0,4,0,0,0,0,0
1,1,1,0,1,5,0,0,0,1,0
1,1,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0
1,3,4,0,0,2,2,2,0,1,0
1,1,0,0,0,4,0,0,0,0,0
1,2,1,0,0,3,0,0,0,0,0
1,2,1,0,0,4,0,0,0,0,0
1,1,0,0,0,1,0,0,1,0,0
1,1,0,0,0,0,0,0,0,0,0
1,2,0,0,0,3,1,0,0,0,0
1,2,0,0,0,3,1,0,0,0,0
1,2,1,0,0,4,0,1,0,1,0
1,2,1,0,0,4,0,1,0,1,0
1,2,0,0,0,3,0,0,0,0,0
1,2,0,0,0,3,1,0,0,0,0
1,1,1,0,0,2,0,0,0,0,0
1,1,0,0,0,3,0,0,0,0,0
1,2,9,0,0,4,0,3,0,1,0
1,2,9,0,0,4,0,3,0,1,0
1,2,9,0,0,4,0,3,0,1,0
1,2,9,0,0,4,0,3,0,1,0
1,2,9,0,0,4,0,3,0,1,0
1,2,9,0,0,4,0,3,0,1,0
1,2,9,0,0,4,0,3,0,1,0
1,2,9,0,0,4,0,3,0,1,0
1,2,9,0,0,4,0,3,0,1,0
1,2,9,0,0,4,0,3,0,1,0
1,2,0,0,0,2,0,0,0,0,0
1,2,0,0,0,2,0,0,0,0,0
1,2,0,0,0,2,0,0,0,0,0
1,2,0,0,1,2,1,0,0,0,0
1,2,0,0,1,1,1,0,0,0,0
1,2,0,0,1,2,1,0,0,0,0
1,4,0,0,0,4,1,0,0,0,0
1,2,7,0,0,4,1,2,0,1,0
1,4,0,0,0,3,0,0,0,0,0
1,3,1,0,0,3,1,0,0,0,0
1,3,1,0,0,3,1,0,0,0,0
1,1,0,0,0,2,0,0,0,0,0
1,1,0,0,0,1,0,0,1,0,1
1,7,12,0,0,4,1,4,0,1,0
1,2,0,0,0,4,0,0,0,0,0
1,3,0,0,0,4,1,0,0,0,0
1,2,0,0,0,3,1,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0,0,1,0,0
1,2,0,0,0,1,1,0,0,0,0
1,2,12,0,2,1,0,4,0,1,0
1,1,0,0,2,1,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0
1,2,12,0,0,1,0,4,0,1,0
1,3,2,0,0,2,1,1,0,0,0
1,3,1,0,0,4,0,1,0,1,0
1,2,0,0,0,4,0,0,0,0,0
1,2,9,0,0,4,0,3,0,1,0
1,2,9,0,0,4,0,3,0,1,0
1,2,9,0,0,4,0,3,0,1,0
1,2,3,0,0,4,0,1,0,0,0
1,2,0,0,0,4,0,0,0,0,0
1,15,35,0,0,2,1,11,0,1,0
1,2,0,0,1,3,1,0,0,0,0
1,2,0,0,0,4,0,0,0,0,0
1,2,0,0,0,3,1,0,0,0,0
1,3,1,0,0,3,1,0,0,0,0
1,3,1,0,0,3,1,0,0,0,0
1,3,3,0,0,2,1,2,0,1,0
1,3,0,0,0,2,1,0,0,0,0
1,1,0,0,0,2,0,0,0,0,0
1,3,0,0,0,4,1,0,0,0,0
1,1,0,0,1,0,0,0,0,0,0
1,1,1,0,0,3,0,0,1,0,0
1,2,1,0,1,3,1,0,0,1,0
1,2,0,0,0,4,1,0,0,0,0
1,1,4,0,0,3,0,1,0,0,0
1,1,0,0,0,0,0,0,0,0,0
1,2,0,0,0,3,1,0,0,0,0
1,1,0,0,0,4,0,0,0,1,0
1,1,0,0,0,3,0,0,0,0,0
1,2,0,0,1,3,1,0,0,0,0
1,3,0,0,0,3,1,0,0,0,0
1,2,0,0,2,1,1,0,0,0,0
1,2,0,0,1,1,1,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,3,0,0,1,1,2,0,1,0,0
1,2,0,0,0,2,0,0,1,0,0
1,1,2,0,0,3,0,0,0,0,0
1,1,0,0,0,4,0,0,0,0,0
1,1,1,0,1,2,0,0,0,0,0
1,1,1,0,2,2,0,0,0,0,0
1,1,1,0,1,2,0,0,0,0,0
1,1,2,0,0,3,0,0,0,0,0
1,2,0,0,0,2,0,0,0,0,0
1,2,0,0,0,1,0,0,0,0,0
1,2,0,0,0,1,0,0,0,0,0
1,2,0,0,0,1,0,0,0,0,0
1,2,0,0,0,1,0,0,0,0,0
1,2,0,0,1,3,0,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0
1,1,0,0,1,1,0,0,0,0,0
1,1,0,0,1,1,0,0,0,0,0
1,2,0,0,1,0,1,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,2,0,0,0,0,1,0,0,0,0
1,3,7,0,0,4,0,2,0,1,0
1,1,0,0,1,1,0,0,0,0,0
1,2,1,0,0,3,0,0,0,0,0
1,1,0,0,1,2,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,1,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,1,0,0,0,2,0,0,0,0,0
1,1,0,0,0,2,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,0,0
1,2,0,0,1,1,1,0,0,0,0
1,3,0,0,0,0,2,0,0,0,0
1,2,0,0,0,0,1,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0
1,3,2,0,0,6,0,1,0,1,0
1,4,2,0,0,6,0,1,0,1,0
1,2,0,0,0,6,0,0,0,1,0
1,2,2,0,0,6,0,1,0,1,0
1,3,2,0,0,6,0,1,0,1,0
1,1,0,0,0,2,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0
1,2,0,0,1,8,1,0,0,0,0
1,2,0,0,1,7,1,0,0,0,0
1,4,4,0,1,4,0,1,0,1,0
1,1,0,0,0,1,0,0,1,0,1
1,3,0,0,0,1,0,0,0,1,0
1,2,0,0,0,2,0,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,3,8,0,0,3,1,3,0,1,0
1,2,0,0,0,1,1,0,0,0,0
1,5,0,0,0,3,1,0,0,1,0
1,2,0,0,0,3,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,1,0,0,0,0
1,4,0,0,0,6,1,0,0,0,0
1,3,8,0,0,5,0,2,0,1,0
1,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,2,0,0,0,0,0
1,4,0,0,0,6,1,0,0,1,0
1,2,0,0,0,2,0,0,0,0,0
1,1,2,0,0,4,0,0,0,0,0
1,6,0,0,0,5,1,0,0,1,0
1,2,0,0,0,2,0,0,0,0,0
1,1,0,0,0,3,0,0,0,0,0
1,4,17,0,0,2,1,6,1,1,0
1,2,2,0,0,8,0,0,0,1,0
1,2,0,0,0,3,1,0,0,0,0
1,3,8,0,0,7,0,2,0,1,0
1,2,0,0,0,3,1,0,0,0,0
1,3,9,0,0,6,0,3,0,1,0
1,3,0,0,0,4,0,0,0,0,0
1,4,0,0,0,5,0,0,0,0,0
1,2,0,0,0,5,0,0,0,0,0
1,2,2,0,0,1,0,1,0,0,0
1,4,6,0,0,1,2,3,0,1,0
1,2,0,0,0,2,0,0,0,0,0
1,1,1,0,0,6,0,0,0,1,0
1,2,1,0,0,3,1,0,0,0,0
1,15,35,0,0,2,1,11,0,1,0
1,2,0,0,0,3,0,0,0,0,0
1,2,2,0,0,1,0,1,0,0,0
1,3,2,0,0,2,0,1,0,0,0
1,2,0,0,0,3,1,0,0,0,0
1,3,0,0,0,1,1,0,0,0,0
1,4,1,0,1,2,2,0,0,1,0
1,3,0,0,0,1,1,0,0,0,0
1,2,0,0,2,0,1,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0
1,3,6,0,0,6,0,2,0,1,0
1,2,0,0,0,1,1,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,2,0,0,0,2,0,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,2,0,0,0,0,1,0,0,0,0
1,2,9,0,0,3,0,3,0,1,0
1,1,0,0,0,1,0,0,0,0,1
1,1,0,0,0,1,0,0,0,0,1
1,2,0,0,0,1,1,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,5,0,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,4,1,0,0,6,0,0,0,1,0
1,9,9,0,0,3,0,4,0,1,0
1,4,2,0,0,3,0,1,0,1,0
1,3,2,0,0,5,1,1,0,1,0
1,3,2,0,0,5,1,1,0,1,0
1,3,0,0,0,2,1,0,0,0,0
1,9,9,0,0,3,0,4,0,1,0
1,4,2,0,0,3,0,1,0,1,0
1,3,0,0,0,1,1,0,0,0,0
1,2,2,0,1,1,1,1,0,0,0
1,2,2,0,1,4,0,0,0,0,0
1,2,0,0,0,0,1,0,0,0,0
1,2,2,0,0,1,1,1,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,3,0,0,0,1,1,0,0,0,0
1,8,9,0,0,3,1,4,0,1,0
1,3,0,0,0,3,1,0,0,0,0
1,1,0,0,0,2,0,0,0,0,0
1,4,7,0,0,7,1,2,0,1,0
1,4,6,0,0,7,1,2,0,1,0
1,3,6,0,0,6,0,2,0,1,0
1,1,1,0,1,4,0,0,0,0,0
1,2,1,0,0,5,1,1,0,0,0
1,2,0,0,0,2,0,0,0,0,0
1,1,0,0,0,3,0,0,0,0,0
1,2,0,0,0,6,0,0,0,0,0
1,2,3,0,0,8,1,1,0,1,0
1,2,13,0,0,4,0,0,0,1,0
1,2,8,0,0,1,1,3,0,1,0
1,2,0,0,0,5,1,0,0,1,0
1,6,7,0,0,6,0,2,0,1,0
1,2,0,0,0,1,0,0,0,0,0
1,3,2,0,0,4,1,1,0,1,0
1,3,0,0,0,4,1,0,0,0,0
1,6,6,0,0,6,0,2,0,1,0
1,1,0,0,0,1,0,0,0,0,0
1,1,3,0,0,7,0,1,0,1,0
1,1,0,0,0,5,0,0,0,0,0
1,1,1,0,0,7,0,0,0,1,0
1,1,3,0,0,7,0,1,0,1,0
1,2,1,0,0,5,0,0,0,1,0
1,2,0,0,0,2,1,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,2,0,0,0,3,1,0,0,0,0
1,1,0,0,0,3,0,0,0,0,0
1,4,7,0,0,7,1,2,0,1,0
1,5,3,0,0,3,0,1,0,1,0
1,7,38,0,0,3,0,7,0,1,0
1,2,0,0,0,2,1,0,0,0,0
1,15,34,0,0,3,0,10,0,1,0
1,2,0,0,0,1,1,0,0,0,0
1,2,0,0,0,3,1,0,0,0,0
1,2,0,0,1,1,1,0,0,0,0
1,2,0,0,1,2,1,0,0,0,0
1,4,6,0,0,7,1,2,0,1,0
1,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,2,0,0,0,0,0
1,3,0,0,5,7,2,0,0,1,0
1,2,0,0,0,1,1,0,0,0,0
1,2,0,0,0,0,1,0,1,0,0
1,4,0,0,0,5,0,0,0,0,0
1,2,0,0,0,0,1,0,1,0,0
1,4,6,0,0,7,1,2,0,1,0
1,2,1,0,0,5,1,0,0,1,0
1,2,0,0,0,3,1,0,0,0,0
1,4,7,0,0,6,1,2,0,1,0
1,1,0,0,0,1,0,0,0,0,1
1,1,0,0,0,1,0,0,0,0,1
1,1,0,0,0,1,0,0,0,0,1
1,1,0,0,0,1,0,0,0,0,1
1,1,0,0,0,1,0,0,0,0,1
1,1,0,0,0,1,0,0,0,0,1
1,3,0,0,0,1,1,0,0,0,0
1,3,0,0,0,3,1,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,2,0,0,0,5,1,0,0,0,0
1,2,0,0,0,6,0,0,0,0,0
1,3,0,0,1,5,1,0,0,0,0
1,1,0,0,0,1,0,0,0,0,1
1,1,0,0,0,1,0,0,1,0,0
1,3,0,0,0,2,0,0,0,0,0
1,2,0,0,0,3,0,0,1,0,0
1,2,0,0,0,1,1,0,0,0,0
1,4,2,0,0,6,0,1,0,1,0
1,2,0,0,0,10,0,0,0,1,0
1,4,0,0,0,5,1,0,0,0,0
1,3,8,0,0,5,0,2,0,1,0
1,4,10,0,0,3,1,3,0,1,0
1,3,0,0,0,1,1,0,0,0,0
1,2,0,0,0,2,1,0,0,0,0
1,6,0,0,0,6,0,0,0,1,0
1,2,0,0,2,1,1,0,0,0,0
1,1,0,0,0,5,0,0,0,0,0
1,3,0,0,0,1,1,0,0,0,0
1,2,0,0,0,5,1,0,0,0,0
1,2,0,0,0,2,0,0,0,0,0
1,2,0,0,0,3,0,0,0,0,0
1,2,9,0,0,5,0,3,0,1,0
1,10,12,0,0,3,1,4,0,1,0
1,3,0,0,1,3,2,0,1,0,0
1,10,9,0,0,3,1,4,0,1,0
1,5,2,0,0,3,1,1,0,1,0
1,4,1,0,1,2,2,0,1,1,0
1,5,2,0,0,3,1,1,0,1,0
1,2,0,0,0,4,0,0,0,0,0
1,10,9,0,0,3,1,4,0,1,0
1,5,2,0,0,3,0,1,0,1,0
1,2,0,0,0,3,1,0,0,0,0
1,2,0,0,0,4,0,0,0,0,0
1,2,0,0,1,6,0,0,0,0,0
1,2,0,0,0,3,1,0,0,0,0
1,2,2,0,1,4,1,0,0,0,0
1,2,0,0,0,5,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0
1,2,0,0,0,2,0,0,0,0,0
1,1,0,0,0,3,0,0,0,0,0
1,1,0,0,0,4,0,0,0,0,0
1,2,0,0,1,2,0,0,0,0,0
1,3,0,1,0,2,0,0,1,0,0
1,2,0,0,0,3,1,0,0,0,0
1,1,0,0,0,1,0,0,0,0,1
1,1,0,0,0,1,0,0,0,0,1
1,2,0,0,0,3,1,0,0,0,0
1,2,1,0,0,7,1,0,0,1,0
1,1,0,0,0,4,0,0,0,0,0
1,3,0,1,0,4,0,0,1,0,0
1,4,0,1,0,5,0,0,1,0,0
1,2,0,0,0,2,1,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,2,0,0,0,2,1,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0
1,2,1,0,2,3,1,0,0,0,0
1,4,8,0,2,4,1,2,0,1,0
1,3,0,0,0,3,0,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,1,0,0,0,1,0,0,0,0,1
1,3,0,0,0,4,0,0,0,0,0
1,3,0,0,0,4,0,0,0,0,0
1,3,0,0,0,4,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,1
1,2,0,0,0,2,1,0,0,0,0
1,2,0,0,0,4,0,0,0,0,0
1,2,0,0,0,1,1,0,0,0,0
1,2,0,0,2,1,1,0,0,0,0
1,1,0,0,2,1,0,0,0,0,0
1,2,0,0,0,3,0,0,0,0,0
