id,sha256,label,count_dots,count_delimiters,is_domain_ip,is_hyphen_present,count_sub_dir,count_sub_domain,count_queries,shady_tld,is_suspicious_part_hidden,is_tiny_url,url
15902,e6e2355fc241de9f5ebc28bba384d5ac776003b4a4c2f58f02d9ef33794efd5f,1,1,0,0,0,1,0,0,0,1,0,https://telegra.ph/Manual-unblocking-procedure-for-block-of-transaction-due-to-jam-on-mempool-01-09
15903,0bca34d3b97a6511e364a9bb784e07a7fdda42ccea31f9d9be55ce780a687247,1,2,0,0,0,3,1,0,0,0,0,https://sites.google.com/site/scoprtsrecues/
15904,ffcaf583652c89dd8535cb4df6810e588887011bccb3147394d6dd1d5bfcb8c5,1,1,0,0,1,1,0,0,0,0,0,http://qiwi-btc.com/
15905,30730150f3f1c1de1175c848fc3a6c50f7dd09827fe2efc30281ffa8580aa994,1,4,4,0,0,5,1,1,0,1,0,http://ynaloo.nabudesign.com/Ssa/shxl/alertt/support.vrt/login.php?_447516199667006719_9f9acc5ba9ec0c1245dfb57e76632405_
15906,ac9ede589ef19940beff11d04b833566215fa6ae22d816a261a3d88320c62e73,1,3,6,0,0,7,0,2,0,1,0,http://ramospayo.com/ss/cart/ref/nav_cart/252-1291113-51-212155-44452-668415-54564654-15145468/signin/?country.x=CH&locale.x=en_EN
15907,b732ce5088d0ad5a4c25413bd54c9cb0aa6a516f01a349030461e93b710f8d9e,1,1,2,0,0,6,0,0,0,1,0,http://nmg3j.cn/upload/accountx/FTI/session=d2489e0d923322064c718eb7039/customer_center/customer-IDPP00C829
15908,3a819f5e460b1cf31eeeb09d4d8fef6534698306c03431664a5201f5d8b2725c,1,1,0,0,1,1,0,0,0,0,0,https://secure-gb.org/
15909,2a3d7f5ec3b5fa6f9a1f3e7abb8e91efb79eeab57a7a1b5fa463a5b4d570551b,1,2,1,0,0,4,0,0,0,1,0,https://familybreak.org.uk/wp-admin/Myaccount_Update/64942291c85ed4d46e443d7d44ff0f8b/
15910,879dd0f611a64b139a24c28225adaf7dd36e26fbd299b7db330c9d7c640d9822,1,2,0,0,0,3,0,0,0,0,0,https://pollalisfood.com/wp-admn/verify/index.php
15911,9c398951370f6138625ff10957d7894bef1f600b0a7b55497ca6332ffc116611,1,4,1,0,1,2,2,0,0,1,0,"https://secure.runescape.com-a.cz/m=weblogin/loginform.ws147,668,987,3289092,11"
15912,b86a672c0e910df4aed5d526853cee2697a56d85b43a94a89aedb6e84cee6f82,1,3,0,0,0,4,0,0,0,0,0,http://yenza.co.za/sun/sun/20b506c1953106715aa2372229ed978b/login.php
15913,3e6a5191d70da06f5c5d663510b9ff1e3768057484ccfc1a8c5c9c70f7aa0b5b,1,2,0,0,0,5,0,0,0,1,0,https://bahamabaptistchurch.org/wp-content/plugins/wp-db-ajax-made/fileo/verification.html
15914,55de25fa3fcd8f687ae8456162ddeeacf0d4526a8c5945c719e52a775ed8d6d5,1,2,0,0,0,3,0,0,0,0,0,http://gahouk.com/Mobility/bnc/National%20Bank%20Online.html
15915,26e6750b828a179c2bca1c7e5953407ccf87e1eab95d7e4b67197aed1a192f99,1,4,1,0,1,2,2,0,0,1,0,"https://secure.runescape.com-a.cz/m=weblogin/loginform.ws147,668,987,31974492,1"
15916,8d68b12bec550efa0c8130a34027d2f35b875cc581b3ad7b1d58fd8c580b0316,1,4,1,0,1,2,2,0,0,1,0,"https://secure.runescape.com-a.cz/m=weblogin/loginform.ws147,668,987,32128392,1"
15917,4256c971ad50b2372b213ea58af507cda28a6c29b22994f4b4caf2228056fc6b,1,4,1,0,1,2,2,0,0,1,0,"https://secure.runescape.com-a.cz/m=weblogin/loginform.ws147,668,987,3517274,1"
15918,6ecff89329ea126a9777dfa897bb1cfe2456056847e3fed52b96647efddcff25,1,1,0,0,1,0,0,0,0,0,0,http://currency-exchange.biz
15919,b9e6a839c862113899b31845b4365dffd53eb3be867817db3646cace8c60f7cf,1,2,0,0,0,1,1,0,0,0,0,http://bestrhange.pp.ru/
15920,7841358a27942dbd5456ee4963b93d5c8204743c7107b22f7323209cd20e9e16,1,2,0,0,0,1,1,0,0,0,0,http://www.unies.pro/
15921,37d5a8666022c8e2a5d6c55c885e238100e1c17c192aae1f150c62581d0c79ae,1,2,0,0,1,0,1,0,1,0,0,http://www.f-change.in
15922,1c828c965cf9517de0700bf4f8dc90323198424db4a1cb025e882fa88d9676a2,1,2,0,0,0,0,1,0,0,0,0,http://www.rapidobmen.ru
15923,f7b48b8107bca2eded5c3214c7a269ad7a3b3f28ddf89ddd53f9b4e44099d473,1,1,0,0,0,0,0,0,0,0,0,http://cashobmen24.ru
15924,140574fbe7e754040ee588a6078f60471ab19ce0bf5c847ea12a02d3e76f9640,1,1,0,0,0,1,0,0,0,0,0,https://cashobmen24.ru/
15925,36ed4fa16ac6754203ea1e7a2ca5d4fd0d541b3681557dc8ff2ce32bca4eafcc,1,1,0,0,0,0,0,0,0,0,0,https://cashobmen24.ru
15926,04f919f2c3e663147b329f4dcffc79db50f78a0d27f9d2d1ae95d417917edb21,1,2,0,0,0,1,1,0,0,0,0,http://bestchsnge.pp.ru/
15927,0e84ae07cb9643def048c17b63e4b217ee10510f468652e60f8f5d65ed5edd14,1,2,0,0,0,1,1,0,0,0,0,http://bestrhange.net.ru/
15928,d87e2b192c88c7ff558d1f918331c1bbff9a755a234009c5effb4e078334078d,1,2,1,0,1,6,1,0,0,1,0,https://snappier-glovemnsa.000webhostapp.com/LOGInN/customer_center/customer-IDPP00C553/myaccount/signin/
15929,c0d9b72100fd3ecdd087b5ea441318cff0031dcf131ccc1953703d3133020b5c,1,4,6,0,0,6,1,2,0,1,0,https://www.chickest.com/ap/customer_center/customer-IDPP00C121/myaccount/signin/?country.x=US&locale.x=en_US
15930,b9731014fa7eb8be4cca790e038b509aba23e3cb31af591a92248097b71ebba1,1,3,0,0,0,5,0,0,0,0,0,http://eael.org.uk/ssh.sd/valid/dmain/25GB/
15931,91386363bce14f6393e368de94e84c5fd3c664e836ba62c83624fb66802f0356,1,2,0,0,0,4,0,0,0,0,0,http://egkolnmaf.com/vassss/bankofamerica/5f9a37e7/signOnV2Screen.php
15932,99a44c0535541bb8dd451f7ba6f58542685cd8ee43821871d71e42a6628d2e6f,1,2,0,0,0,4,0,0,0,1,0,http://colletinnoj75mob.com/eTransfert75$DEPOSITyahoo/directing/Simplii/details.htm
15933,51b0d8be5d50877b79d32b44c5e49a815f200ac61ae8b7af6cc4732a3471dd31,1,2,0,0,0,3,1,0,0,0,0,https://sites.google.com/site/upenhancement/
15934,739627417a86de34b9986008a036f4140805b699ae528bbab6b80338645e1be8,1,4,1,0,1,2,2,0,0,0,0,"https://secure.runescape.com-i.cz/m=weblogin/loginform.ws984,568,585,298,11"
15935,65f1b89ebf5a54c88b5340b5489ba742fcdabf1d1554462b0f4c1cf1ea0b5d8f,1,4,1,0,1,2,2,0,0,1,0,"https://secure.runescape.com-ex.ru/m=forum/forums.ws811,425,247,32391959,922"
15936,2c78f02f261680a26f5bf320f3a6ceb05ca2026a6b447bde046482959c8445bc,1,3,1,0,1,2,2,0,0,1,0,"https://services.runescape.com-ex.ru/m=weblogin/loginform429,447,827,42625895,2038"
15937,ce657a286551e124cf942bc29df97ff1895fd5951c0b90f45778bf3bac4d1d4b,1,5,4,0,3,11,2,0,0,1,0,https://paypaals.com-customers-service-validite.erco.sale/data/customer_center/customer-IDPP87C536/myaccount/country.x=locale.x=en/cps/auth/issues/resolution/websc_login/
15938,e808ac42c71cc66489881c6f0d8906c29fd9d4b76fcdb353ac142ce2ed9608d8,1,1,0,0,0,2,0,0,0,0,0,https://zonasegurabeta2.com/inicio-sesion/
15939,76f9d98922a8fd42c0a5f65d5ae42dadb3b53971acf47e0a212394ef7405d044,1,2,0,0,0,2,0,0,0,0,0,https://zonasegurabeta2.com/inicio-sesion/ingreso.php
15940,f95376ba6b9f9180cb90ed1bbdd030cc954b4ecb68664de1486fe8e503707dd1,1,3,0,0,0,3,1,0,0,0,0,https://destinationsedona.gb.net/tyyt/latest%20att/index.html
15941,e563aa65d7df1395417d7681abb3e6cbde2940da282c0676967d1dcada25dfd0,1,4,0,1,0,4,0,0,1,0,0,http://104.196.213.136/bb/acesso/pagina-inicial/sms.php
15942,66a65306170b57af2c40fe8dabf010fc219e92e851b692ba0a8bee9635912054,1,2,5,0,1,5,0,2,0,1,0,http://mobiles-onlines.com/esapceabonnes/free/compte/moncompte/index.php?clientid=13698&amp;default=dd22f93ee533a4e650343faa29cb05cc
15943,3db8ec0c72cfcf578b833797290aa6cf6ffc29421b145a55aa2484bc94dcb3d0,1,7,20,0,0,2,3,7,0,1,0,"https://tys.blob.core.windows.net/bb1e91008828e77f8/microsoft.html?sp=r&amp;st=2019- 01-11T14:47:41Z&amp;se=2019-01-16T22:47:41Z&amp;spr=https&amp;sv=2018-03-28&amp;sig=lAdAr1PdJ%2F %2BW2j6vPuGBibg7FwihyvfgJM1D7C4deXg%3D&amp;sr=b#nora.swimm@pjm.com"
15944,2081f5e94ea4dc5b09bdbb5ba5b12743eb8d41efe79eb533f6ca5277e7ca636a,1,2,0,0,0,2,0,0,0,0,0,http://santarempresarial.com/empresa/index.php
15945,58fed0441c9a348a8f177070e1da65e706328f21f26e7a35c8915b16d5f2690e,1,2,0,0,0,5,0,0,0,0,0,https://accucrabmeasurer.com.au/verify/information/Security/security/Index
15946,158302d0d1d8499954e049a14be4e25f730905dca406b452d7616b5904ae3852,1,2,1,0,0,6,0,0,0,1,0,https://bikramg.com.np/signt/customer_center/customer-IDPP00C386/myaccount/signin/
15947,2651925cb52d1b0ee8098a678b80afe2e8c21798f972170a594e0901c8534c3b,1,2,0,0,0,1,1,0,0,0,0,http://sentiment.hubs4utilities.com/qj3tCHtQX5S7
15948,86496b05868a968b9d9a7e8d55fc2b795881199e73bfcaee2256e36df19a8203,1,2,0,0,0,0,1,0,0,0,0,https://zonaseguralbetal.puthishala.com
15949,f2397386ecf192faeef58a1f0294d75dd7c613ff9e20f5fbf229d5a7048c0ed8,1,2,2,0,0,1,0,1,0,0,0,https://todaypromodaylktda.com/index.php?produto=476873619
15950,8bf5f03b71920ff12a6e38fb2d5560fe86e675e299eb7b3843ee7df282f976fe,1,3,2,0,3,1,1,1,0,0,0,https://www.selecao-de-produtos-semanal.com/index.php?produto=618112756
15951,7f453ad03d9b063046a78748f26200bab52da81009dae03930ac68b7df1356cd,1,2,2,0,0,1,0,1,0,0,0,http://cozinhaschique.com/index.php?produto=971472855
15952,45198a7d2e7125aea749b8de45eec55c2063c129449f23a793096fbcd8a1268c,1,2,0,0,0,1,1,0,0,0,0,https://b08c8feaa6d3.godaddysites.com/
15953,94400c73007c0bfb5e3bbef98515892930df5708191b8cde0e3f8189a4874112,1,1,0,0,0,1,0,0,0,0,1,https://goo.gl/9K3WQw
15954,2ce45607274502cadc10b66642eeb5de825571f96725167e545b56da1f3d1863,1,1,0,0,0,6,0,0,0,0,0,https://clancyacupuncture.com/wp-admin/images/template/system/login/office
15955,f5e951d8bbd904a775d7d733e3de2c4c71e110f63eb53d2c31aec0ccadfc14c6,1,2,9,0,0,4,0,3,0,1,0,https://egkolnmaf.com/vassss/bankofamerica/bnd/overviewshn.php?cmd=_account-details&amp;session=b60829a26c902dd521e85f8175f904bc&amp;dispatch=a59d8b4640c2ddad126d48caf404d16fb13ee8cc
15956,8cf9ded5894a53d024a61a563cffd85313e2f197782afa44af2f84079a653f05,1,2,0,0,0,4,0,0,0,0,0,https://egkolnmaf.com/vassss/bankofamerica/bnd/signOnV2Screen.php
15957,e0a024aa5ba49356fc772a3b712e35643098353acc6536e3818542f937b2e7bc,1,3,7,0,0,6,0,2,0,1,0,http://wongcoding.com/update/customer_center/customer-IDPP00C358/myaccount/signin/?country.x=NL&amp;locale.x=en_NL
15958,558530df8fbe16881af0368937dcc49ca877663ce124dfd414ae23ec467e676b,1,2,0,0,2,2,0,0,0,0,0,http://mps-sicurezza-privati.com/pratica-29181/attuazione-decreto.html
15959,a214946fac6551c5bcf8d79d806aa09c89b8f6f2ec95b3e08d97db7f05289703,1,1,0,0,0,2,0,0,0,0,0,http://crmkarelia.ru/vk/
15960,9eaaf294e12d34f2ba6463783b1d0e88f7214e420877054923c33b91f6f34377,1,1,0,0,0,2,0,0,0,0,0,http://leadkarelia.ru/vk/
15961,50c8ff6d0ed5d0ee2f06adb2fa370bf2a8be8bf17f248af66927575b15e50571,1,1,0,0,0,2,0,0,0,0,0,http://onetwotreker.ru/vk/
15962,8a5fa6ffa344b7f21155c040b68e8dbf99b6bab89900c646feacf005ab98ff3f,1,2,0,0,0,1,1,0,0,0,0,https://vvkcomm.000webhostapp.com/
15963,0178770b2c23a6b3130e5604b423c009858476bebb4efb3af9c6ca257ecbae52,1,1,0,0,1,0,0,0,0,0,0,http://s-sniffer.se
15964,7cceb06256fd4100fb0b5136142d8459fed30998bdf889c39efe4c768d855a21,1,4,1,0,0,5,0,1,0,0,0,https://vnhich.ml//tmp/olo/imap/eMail.html?cck3@st-andrews.ac.uk
15965,e34fda1180b092c2d3043caa1b7341e06340d40fc5679326c937f8b4455a48ac,1,2,0,0,1,0,1,0,0,0,0,https://www.s-sniffer.se
15966,d353786556752c54ec217b33efc21ca4156e292971d660d167236b92c500ad31,1,4,0,0,0,2,0,0,0,0,0,https://arketes.ml/online.cib.hu/index.html
15967,482a822adb42be15556a795959b7d8c05004f66cf8a9ef7b501e458a82b4772e,1,5,0,0,0,2,1,0,0,0,0,http://www.chilecomercial.com.co/mcc.pers/sc.php
15968,f844ee38fe4f6fb08976a55ff2a0981bbd774db4d5d4ea79f1656ab98d02a6a1,1,3,0,0,0,3,0,0,0,0,0,http://stefanomerlo.it/mcc.pers/sc.php/
15969,ba21f4f232b188cb9b3cdc7d72c32288a5006ddd3763c746622201e717b72db3,1,2,0,0,0,3,1,0,0,0,0,http://www.tymfoundation.com/abuc/phpFiles/
15970,0b85cd3ad8dcf7e172258dbab872f70173bcfe0aaf0a9c5a5f821bdd198d8859,1,2,9,0,0,2,0,3,0,1,0,http://emadministrores.com/etisalatmail/login.php?cmd=login_submit&amp;id=f0775445bc1fd007bcb2d86131235cf4f0775445bc1fd007bcb2d86131235cf4&amp;session=f0775445bc1fd007bcb2d86131235cf4f0775445bc1fd007bcb2d86131235cf4
15971,40d94b48f2f106babc859482c9f17203fe075ee0d19df18ae266a1b340b72d61,1,5,7,0,2,5,1,2,0,1,0,http://secure-paypl-account.buildtechtech.com.ng/customer_center/customer-IDPP00C837/myaccount/signin/?country.x=NL&amp;locale.x=en_NL
15972,e096e1030df34a61d77400c6b6cd37e7c7a0519638c4122ae61d78bde94571fd,1,3,0,0,0,2,1,0,0,0,0,https://stickermudakot.000webhostapp.com/oauth/index.htm
15973,3de6447d12414365f4625bc0bf8923a28f83d1ca8f3384b16a9a2c3d54e33ee9,1,2,0,0,0,3,0,0,0,0,0,http://grimms.gq/photo/d57c6f8fa519bdbfb4fcb1c6a0bb7c31/login.php
15974,458251cbad80a66f4414b2f8adac03dde8a7e504c48d4fb07e5f42313359c641,1,3,0,0,0,8,0,0,0,1,0,http://gadpalshi9deoctubre.gob.ec/wp-content/plugins/css-ready-selectors/series3/capitalone/capitalone/d41d8cd98f00b204e9800998ecf8427e/Up-dating.php
15975,fae0b2a55f0be51a97e162c8f1433331a60a546fc4d8dcf48e92d5274aef8606,1,1,0,0,0,4,0,0,0,0,0,http://pracowniaroznosci.pl/st/verification/44A6B8NMCN981BE6C785/
15976,5093784d7f1ecff74be9760ed3369ccbd4dd14c281a2a6654a5ed8e10a7240ab,1,2,0,0,0,3,0,0,0,0,0,http://grimms.gq/photo/Validation/login.php
15977,93dc462d5a16a6024d2d2bafa021df49316a0f838b15cc4d0fb86874f9833c51,1,3,0,0,0,2,0,0,0,0,0,https://fotoadamski.eu/.@session@/ourtime.php
15978,e50fc30a73087c2015f7c1a6889ade278264276a26bc501162432776f007b106,1,6,2,0,0,2,1,1,0,1,0,http://www.formulanegocionlinefunciona.com/my.dhl-com/index.php?email=2@2.com.sg
15979,2af5420a2a76a4e1bdd87d8d98c220b95868b41d386bdcfacb48ec81868af86b,1,2,2,0,0,2,1,1,0,0,0,https://www.eventbrite.com/e/?q=paypal-login
15980,29d6bab74677ec9ce8ecbff7b44009491e8472ad4d9ab9169922a37ee0dddb29,1,2,0,0,0,4,0,0,0,0,0,http://ime.sa/filex/file/site/index.html
15981,90c274a2728b2b51dcbf456892d9b5d958094ce0b89940d2ee8646b0d8c5cd19,1,3,0,0,0,3,1,0,0,0,0,http://www.tymfoundation.com/abuc/phpFiles/loginContinue4.php
15982,1bad8709ab893dc369283c6d60ed4b61603a33d6ae04ad666be31f94cc7f3eed,1,2,0,0,0,0,1,0,0,0,0,http://blckrzgrrt4734.bestdc.org
15983,0b9ed653a9dc13f2c30b8eb2bca30122a12a2780075b00cc94c89a46b4712bf7,1,2,0,0,1,3,1,0,0,0,0,https://moonlit-peace.000webhostapp.com/securefiletoopensafely/site/
15984,b66795558a54c13a5e04cf4bae70bcbb944c19d1409f684b7730de9e54f0e552,1,2,1,0,5,1,0,0,0,0,0,http://active-advert-notify-recovery-info-support.tk/incorrect_email.html
15985,ae90cfca4da6b5551a8bf96f3968bef68bcb67637b44197c503dd6cf1b70f1ca,1,2,0,0,5,1,0,0,0,0,0,http://active-advert-notify-recovery-info-support.tk/security.htm
15986,e4ca7aa549238ab817e07a5f0c4dc0794af07e2e2ad90efddcb32acedc8c216c,1,2,0,0,0,3,0,0,0,0,0,http://impextic.com/muus/fileout/verification.html
15987,901d320a85e8651b27c32b80ef9c3622cd9b67f6038de14e76d6b4710594ff19,1,2,0,0,0,5,0,0,1,0,0,http://gebandnut.co/https/verification/login/BOA/card.php
15988,ceaef734ab515abff8aebaa4a7881564f9de2e517b91e4682e60392034afb370,1,2,0,0,0,5,0,0,1,0,0,http://gebandnut.co/https/verification/login/BOA/qes.php
15989,f8f92af2ceb3f8f95777830f859d99a91c1b4bbb0257e5b674279711abf5539d,1,1,0,0,0,4,0,0,1,0,0,http://gebandnut.co/https/verification/login/BOA
15990,d8cb46549da919db55e93b3167bcdfbff7e67eb9446006f0c1cf6190aff4a326,1,1,0,0,0,5,0,0,1,0,0,http://gebandnut.co/https/verification/login/BOA/
15991,a13636c357764a2cecf4d7bcc4507ba0052f7ebb5d21d4485a0dab4d2aa95eb4,1,2,0,0,0,3,0,0,0,0,0,https://fidp.ml/sccc/sqqu/skjkjk.php
15992,1bc8d30b0c08f842013a4eda874d961f46c2187804d0d6586357fbbff572dafd,1,2,0,0,0,9,0,0,0,1,0,https://frodshamwheelers.co.uk/wellsuserpass/User/home/css/ibon/pdf/ayo1/ayo1/
15993,19cb6c048eb2cefaec5ff542785a74cdce831e2c53edc960007778a418e1afcf,1,3,0,0,0,2,0,0,0,0,0,https://northwelkin.com/updt/att.net.htm
15994,3fa5669ebd56a315cd44fea664a4c3103dce08b71a095112ec4e3c9601236505,1,3,0,0,2,4,1,0,0,0,0,https://www.cadastro-itau-anuidade.com/super/promocao/card/inicio.php
15995,7414328947845b3e48ea7b78504d1998182011cddff08115a4626be36153696d,1,2,0,0,0,2,1,0,0,0,0,http://applications.16mb.com/facebook/254565
15996,f46cb5c9db5cbab6061c7a2d06c5ee8a30971f3f783bdc5bd4d51004b024d671,1,2,0,0,0,2,1,0,0,0,0,http://applications.16mb.com/facebook/
15997,5309a505622470fbe7c3bf8eccc4249724fb11a13ab1dd9990efab663a03e98e,1,2,0,0,0,1,1,0,0,0,0,http://applications.16mb.com/facebook-settings
15998,af53a726f44fb84ebdee1ae61a2920f1c9f0a33f938abda94946f9d61d51f5d1,1,2,0,0,0,3,1,0,0,0,0,https://sites.google.com/site/scurerevertions/
15999,5f2bf9b8d53c6d808c3b6e7f78acd3ee730e99f43bb27937dab8f2cb109e40a4,1,2,0,0,2,0,1,0,0,0,0,http://recoveri.site-noticee-paggebbusineeeess.ml
16000,b5d30e9cb6aa936ffc4c929c8e5ce360aa71b60916ae1b12baeaa2e5a1b79ba6,1,3,0,0,0,1,1,0,0,0,0,http://on2019.at.ua/facebook-confirmation-settings.html
16001,6261134b0e1c8e509dd2789491651d67ffdc0dfabfa31a04e72faee85df9b1e7,1,3,0,0,0,1,1,0,0,0,0,http://on2019.at.ua/invalliid-email.html
16002,101667428ac4e7cb76b57033d79f3f8a832dcea307f0f50d54ed1979321584b4,1,3,0,0,0,1,1,0,0,0,0,https://4334t34.000webhostapp.com/kon1.php
16003,ba86e20d31b2d99b29ae86f5a7f51c9f21ec7b334ae84803d16c63b8331710bc,1,2,0,0,0,3,1,0,0,0,0,https://sites.google.com/site/appamelioration/
16004,e394bd29f19a9623690a15c9a1d942e040814202c7d809fc7a4b8e4df3850cf5,1,4,1,0,1,2,2,0,0,1,0,"https://secure.runescape.com-i.cz/m=weblogin/loginform.ws768,966,826,48760245,1"
16005,941fed28b11558e64e4c089ea579f187e8459aa3d5e32537c6b53ad066e50965,1,4,1,0,1,2,2,0,0,1,0,"https://secure.runescape.com-i.cz/m=weblogin/loginform.ws768,966,826,48760895,1"
16006,6be3c9a2c076eae62d85715ea27f8e4298718456464003173096cbccf9300754,1,2,0,0,1,0,1,0,0,0,0,http://bestchange.qiwi-btc.com
16007,9780937a2038c8a35e77435b7c2af4ec86c08bda3e8bcd7cab820d3f6d881744,1,2,0,0,2,2,1,0,0,0,0,https://peringatan-fb-com8.webnode.com/contact/
16008,14e45ed33885b14f03a414548a30215fa508c81d8d6e9fc0c636d332cc9b18e6,1,2,0,0,0,1,1,0,0,0,0,http://bestccange.net.ru/
16009,19bb3bb2cfa4c3483709f63bdebcbe516b6a750f97d8ec55cca3053eb20945fb,1,4,6,0,0,6,1,2,0,1,0,https://www.shenanigansbarcelona.com/selector/customer_center/customer-IDPP00C211/myaccount/signin/?country.x=US&locale.x=en_US
16010,253ff2798f3c4775da401a9da010c003438526c59f51e183840ae5971a491cfc,1,1,0,0,0,1,0,0,1,0,0,https://bestchange.in/exchange
16011,71b2c818b73c3478d0ae4d7b94510c4515b259d3eda5fb1d0e4b6e2ecafec672,1,2,0,0,0,1,1,0,0,0,0,http://quantum.castro99.info/2WvzkiB1xjaW
16012,eaf4256338ff671a7ae9be12c38f820d82fd2735e3b6648675eed448b7894f2a,1,2,0,0,0,1,1,0,0,0,0,https://quantum.castro99.info/egwCKRYxCUqH
16013,7f3c3bc01d8b2a9d803fd5d0c98075bcacc9c9b77cf8dfc90794e05b4bf06aa0,1,5,1,0,0,8,0,0,0,1,0,https://avespampeanas.com.ar/Miniaturas/_.welcome/www.paypal.com/signin/customer-IDPP00C289/myaccount/signin/
16014,c06246aede8c0368d3e1764d8e1434d3fba9dda8e46e544695e5e2c7853dd694,1,7,6,0,0,8,0,2,0,1,0,https://avespampeanas.com.ar/Miniaturas/_.welcome/www.paypal.com/signin/customer-IDPP00C289/myaccount/signin/?country.x=US&locale.x=en_US
16015,ed03301928e204acf49263658861e172c7c27b1903eeacc6f893ce4fe092b658,1,3,0,0,0,2,0,0,0,0,0,http://apperta.eu/mcc.pers/sc.php
16016,fbf25e9ac16b7a1755a8952429b5ea33bab08e1600df2cb5e91ecd0e3f697702,1,1,1,0,0,3,0,0,0,0,0,http://cranetiee.com/js/_earthlinkWTPJ5WE/
16017,6f8dd90629ad2d5c99bc0355a8b54d942ead5ca8a52d65a8acad02671fa5e928,1,1,1,0,0,3,0,0,0,0,0,http://cranetiee.com/js/_earthlinkBJHPJOH/
16018,ee567ab89dfaf99c14e14c285b500eed09640ff36b7c444a7304d89853b65f88,1,4,1,0,0,2,2,0,0,0,0,http://naiumang.org.technozacademy.com/home/gs_cc.php
16019,9087fb24ce3dc3e8ed027076514f823cc94ebb9f42d6a47e2d43350f785a9d1d,1,4,1,0,0,2,2,0,0,0,0,http://naiumang.org.technozacademy.com/home/gs_id.php
16020,8408486a4e573b50a21637b03abb5c441e3a02ad75f98934fbca6a346484a219,1,4,1,0,0,2,2,0,0,0,0,http://naiumang.org.technozacademy.com/home/gs_bank.php
