id,label,count_dots,count_delimiters,is_domain_ip,is_hyphen_present,count_sub_dir,count_sub_domain,count_queries,shady_tld,is_suspicious_part_hidden,is_tiny_url
15922,1,2,0,0,0,0,1,0,0,0,0
15923,1,1,0,0,0,0,0,0,0,0,0
15924,1,1,0,0,0,1,0,0,0,0,0
15925,1,1,0,0,0,0,0,0,0,0,0
15926,1,2,0,0,0,1,1,0,0,0,0
15927,1,2,0,0,0,1,1,0,0,0,0
15928,1,2,1,0,1,6,1,0,0,1,0
15929,1,4,6,0,0,6,1,2,0,1,0
15930,1,3,0,0,0,5,0,0,0,0,0
15931,1,2,0,0,0,4,0,0,0,0,0
15932,1,2,0,0,0,4,0,0,0,1,0
15933,1,2,0,0,0,3,1,0,0,0,0
15934,1,4,1,0,1,2,2,0,0,0,0
15935,1,4,1,0,1,2,2,0,0,1,0
15936,1,3,1,0,1,2,2,0,0,1,0
15937,1,5,4,0,3,11,2,0,0,1,0
15938,1,1,0,0,0,2,0,0,0,0,0
15939,1,2,0,0,0,2,0,0,0,0,0
15940,1,3,0,0,0,3,1,0,0,0,0
15941,1,4,0,1,0,4,0,0,1,0,0
15942,1,2,5,0,1,5,0,2,0,1,0
15943,1,7,20,0,0,2,3,7,0,1,0
15944,1,2,0,0,0,2,0,0,0,0,0
15945,1,2,0,0,0,5,0,0,0,0,0
15946,1,2,1,0,0,6,0,0,0,1,0
15947,1,2,0,0,0,1,1,0,0,0,0
15948,1,2,0,0,0,0,1,0,0,0,0
15949,1,2,2,0,0,1,0,1,0,0,0
15950,1,3,2,0,3,1,1,1,0,0,0
15951,1,2,2,0,0,1,0,1,0,0,0
15952,1,2,0,0,0,1,1,0,0,0,0
15953,1,1,0,0,0,1,0,0,0,0,1
15954,1,1,0,0,0,6,0,0,0,0,0
15955,1,2,9,0,0,4,0,3,0,1,0
15956,1,2,0,0,0,4,0,0,0,0,0
15957,1,3,7,0,0,6,0,2,0,1,0
15958,1,2,0,0,2,2,0,0,0,0,0
15959,1,1,0,0,0,2,0,0,0,0,0
15960,1,1,0,0,0,2,0,0,0,0,0
15961,1,1,0,0,0,2,0,0,0,0,0
15962,1,2,0,0,0,1,1,0,0,0,0
15963,1,1,0,0,1,0,0,0,0,0,0
15964,1,4,1,0,0,5,0,1,0,0,0
15965,1,2,0,0,1,0,1,0,0,0,0
15966,1,4,0,0,0,2,0,0,0,0,0
15967,1,5,0,0,0,2,1,0,0,0,0
15968,1,3,0,0,0,3,0,0,0,0,0
15969,1,2,0,0,0,3,1,0,0,0,0
15970,1,2,9,0,0,2,0,3,0,1,0
15971,1,5,7,0,2,5,1,2,0,1,0
15972,1,3,0,0,0,2,1,0,0,0,0
15973,1,2,0,0,0,3,0,0,0,0,0
15974,1,3,0,0,0,8,0,0,0,1,0
15975,1,1,0,0,0,4,0,0,0,0,0
15976,1,2,0,0,0,3,0,0,0,0,0
15977,1,3,0,0,0,2,0,0,0,0,0
15978,1,6,2,0,0,2,1,1,0,1,0
15979,1,2,2,0,0,2,1,1,0,0,0
15980,1,2,0,0,0,4,0,0,0,0,0
15981,1,3,0,0,0,3,1,0,0,0,0
15982,1,2,0,0,0,0,1,0,0,0,0
15983,1,2,0,0,1,3,1,0,0,0,0
15984,1,2,1,0,5,1,0,0,0,0,0
15985,1,2,0,0,5,1,0,0,0,0,0
15986,1,2,0,0,0,3,0,0,0,0,0
15987,1,2,0,0,0,5,0,0,1,0,0
15988,1,2,0,0,0,5,0,0,1,0,0
15989,1,1,0,0,0,4,0,0,1,0,0
15990,1,1,0,0,0,5,0,0,1,0,0
15991,1,2,0,0,0,3,0,0,0,0,0
15992,1,2,0,0,0,9,0,0,0,1,0
15993,1,3,0,0,0,2,0,0,0,0,0
15994,1,3,0,0,2,4,1,0,0,0,0
15995,1,2,0,0,0,2,1,0,0,0,0
15996,1,2,0,0,0,2,1,0,0,0,0
15997,1,2,0,0,0,1,1,0,0,0,0
15998,1,2,0,0,0,3,1,0,0,0,0
15999,1,2,0,0,2,0,1,0,0,0,0
16000,1,3,0,0,0,1,1,0,0,0,0
16001,1,3,0,0,0,1,1,0,0,0,0
16002,1,3,0,0,0,1,1,0,0,0,0
16003,1,2,0,0,0,3,1,0,0,0,0
16004,1,4,1,0,1,2,2,0,0,1,0
16005,1,4,1,0,1,2,2,0,0,1,0
16006,1,2,0,0,1,0,1,0,0,0,0
16007,1,2,0,0,2,2,1,0,0,0,0
16008,1,2,0,0,0,1,1,0,0,0,0
16009,1,4,6,0,0,6,1,2,0,1,0
16010,1,1,0,0,0,1,0,0,1,0,0
16011,1,2,0,0,0,1,1,0,0,0,0
16012,1,2,0,0,0,1,1,0,0,0,0
16013,1,5,1,0,0,8,0,0,0,1,0
16014,1,7,6,0,0,8,0,2,0,1,0
16015,1,3,0,0,0,2,0,0,0,0,0
16016,1,1,1,0,0,3,0,0,0,0,0
16017,1,1,1,0,0,3,0,0,0,0,0
16018,1,4,1,0,0,2,2,0,0,0,0
16019,1,4,1,0,0,2,2,0,0,0,0
16020,1,4,1,0,0,2,2,0,0,0,0
16021,1,3,0,0,1,0,2,0,0,0,0
16022,1,4,2,0,0,2,3,1,1,1,0
16023,1,2,0,0,0,1,1,0,0,0,0
16024,1,2,0,0,0,3,0,0,0,0,0
16025,1,2,0,0,0,2,0,0,0,0,0
16026,1,3,6,0,0,8,0,2,0,1,0
16027,1,1,0,0,0,5,0,0,0,0,0
16028,1,2,0,0,0,3,1,0,0,0,0
16029,1,2,0,0,0,3,1,0,0,0,0
16030,1,1,0,0,0,0,0,0,0,0,0
16031,1,4,1,0,1,2,2,0,0,1,0
16032,1,1,0,0,2,1,0,0,0,0,0
16033,1,2,0,0,0,2,1,0,0,0,0
16034,1,4,1,0,1,2,2,0,0,0,0
16035,1,2,0,0,0,3,0,0,0,0,0
16036,1,3,7,0,0,5,0,2,0,1,0
16037,1,4,1,0,1,2,2,0,0,1,0
16038,1,4,1,0,1,2,2,0,0,1,0
16039,1,4,1,0,1,2,2,0,0,0,0
16040,1,2,0,0,0,1,0,0,0,0,0
16041,1,2,0,0,0,1,1,0,0,0,0
16042,1,1,0,0,0,3,0,0,0,0,0
16043,1,1,14,0,0,5,0,5,0,1,0
16044,1,2,0,0,0,4,0,0,0,1,0
16045,1,2,2,0,0,2,0,1,0,0,0
16046,1,1,0,0,0,1,0,0,0,0,0
16047,1,2,0,0,0,3,1,0,0,0,0
16048,1,2,0,0,1,1,1,0,0,0,0
16049,1,2,0,0,0,3,1,0,0,0,0
16050,1,4,6,0,0,6,0,2,0,1,0
16051,1,2,0,0,1,2,1,0,0,1,0
16052,1,2,0,0,0,2,0,0,0,0,0
16053,1,6,0,0,1,1,4,0,0,0,0
16054,1,1,0,0,0,0,0,0,0,0,0
16055,1,1,0,0,0,1,0,0,0,0,0
16056,1,3,0,0,0,2,1,0,0,0,0
16057,1,3,0,0,0,2,1,0,0,0,0
16058,1,7,0,1,0,5,0,0,1,1,0
16059,1,2,0,0,0,1,1,0,0,0,0
16060,1,2,0,0,0,1,1,0,0,0,0
16061,1,1,0,0,0,1,0,0,0,0,1
16062,1,2,0,0,0,9,0,0,0,1,0
16063,1,4,0,0,1,1,1,0,0,0,0
16064,1,6,0,0,0,7,2,0,0,1,0
16065,1,2,0,0,0,2,0,0,0,0,0
16066,1,2,2,0,0,3,0,0,0,0,0
16067,1,4,1,0,1,2,2,0,0,0,0
16068,1,4,1,0,1,2,2,0,0,0,0
16069,1,4,0,0,0,3,0,0,0,0,0
16070,1,1,0,0,0,1,0,0,0,0,1
16071,1,2,0,0,1,3,1,0,0,0,0
16072,1,2,0,0,0,5,0,0,0,1,0
16073,1,4,1,0,1,2,2,0,0,0,0
16074,1,8,2,0,0,7,2,1,0,1,0
16075,1,7,3,0,0,7,2,1,0,1,0
16076,1,3,0,0,1,8,1,0,0,1,0
16077,1,3,0,0,0,1,1,0,0,0,0
16078,1,3,7,0,0,7,0,2,0,1,0
16079,1,2,0,0,0,4,0,0,0,0,0
16080,1,1,0,0,0,2,0,0,0,0,0
16081,1,2,0,0,0,1,1,0,0,0,0
16082,1,2,0,0,0,1,1,0,0,0,0
16083,1,2,0,0,0,0,1,0,0,0,0
16084,1,8,8,0,0,5,0,1,0,1,0
16085,1,2,0,0,1,1,1,0,0,0,0
16086,1,2,0,0,1,2,1,0,0,0,0
16087,1,2,0,0,1,2,1,0,0,0,0
16088,1,10,12,0,0,3,1,4,0,1,0
16089,1,10,9,0,0,3,1,4,0,1,0
16090,1,5,2,0,0,3,1,1,0,1,0
16091,1,9,9,0,0,3,0,4,0,1,0
16092,1,4,2,0,0,3,0,1,0,0,0
16093,1,9,12,0,0,3,0,4,0,1,0
16094,1,2,0,0,0,5,0,0,0,1,0
16095,1,1,0,0,0,5,0,0,0,1,0
16096,1,2,2,0,0,1,0,1,1,0,0
16097,1,2,2,0,0,1,0,1,1,0,0
16098,1,2,2,0,1,1,1,1,0,0,0
16099,1,2,3,0,0,7,0,1,0,1,0
16100,1,3,0,0,0,5,0,0,0,1,0
16101,1,3,0,0,0,5,0,0,0,1,0
16102,1,2,0,0,0,5,0,0,0,1,0
16103,1,1,0,0,0,4,0,0,0,1,0
16104,1,1,0,0,0,5,0,0,0,1,0
16105,1,2,0,0,0,3,1,0,0,0,0
16106,1,2,7,0,0,4,0,2,0,1,0
16107,1,1,0,0,0,1,0,0,1,0,1
16108,1,1,0,0,0,2,0,0,0,0,0
16109,1,7,8,0,0,2,0,3,0,1,0
16110,1,4,0,0,0,5,1,0,0,0,0
16111,1,2,0,0,0,5,0,0,0,0,0
16112,1,3,0,0,1,3,2,0,1,0,0
16113,1,2,0,0,0,3,1,0,0,0,0
16114,1,1,5,0,0,9,0,1,0,1,0
16115,1,3,7,0,0,4,0,3,0,1,0
16116,1,2,0,0,0,3,1,0,0,0,0
16117,1,2,0,0,0,3,1,0,0,0,0
16118,1,2,0,0,1,0,1,0,0,0,0
16119,1,2,0,0,1,3,1,0,0,0,0
16120,1,2,0,0,0,1,1,0,0,0,0
16121,1,2,0,0,0,1,1,0,0,0,0
16122,1,1,0,0,0,1,0,0,0,0,0
16123,1,2,0,0,3,1,1,0,0,0,0
16124,1,2,0,0,2,1,1,0,0,0,0
16125,1,2,0,0,0,2,1,0,0,0,0
16126,1,2,0,0,2,1,1,0,0,0,0
16127,1,2,0,0,0,2,0,0,0,0,0
16128,1,2,0,0,0,2,1,0,0,0,0
16129,1,1,0,0,0,0,0,0,0,0,0
16130,1,2,0,0,0,0,1,0,0,0,0
16131,1,2,0,0,0,1,1,0,0,0,0
16132,1,3,0,0,0,4,0,0,0,1,0
16133,1,2,2,0,1,1,0,1,0,0,0
16134,1,5,1,0,0,3,0,0,0,0,0
16135,1,5,2,0,2,4,2,1,0,1,0
16136,1,2,0,0,0,1,1,0,0,0,0
16137,1,2,0,0,0,3,0,0,0,0,0
16138,1,2,2,0,0,4,0,1,0,1,0
16139,1,2,2,0,0,2,1,1,0,1,0
16140,1,1,0,0,0,0,0,0,0,0,0
16141,1,5,10,0,1,2,1,3,0,1,0
16142,1,2,0,0,0,3,0,0,0,0,0
16143,1,2,0,0,0,2,1,0,0,0,0
16144,1,1,0,0,0,3,0,0,0,0,0
16145,1,2,0,0,1,1,0,0,0,0,0
16146,1,3,6,0,0,6,0,2,0,1,0
16147,1,1,0,0,0,4,0,0,0,0,0
16148,1,1,0,0,0,3,0,0,0,0,0
16149,1,2,2,0,0,4,1,0,0,1,0
16150,1,2,2,0,0,3,1,0,0,1,0
16151,1,2,0,0,0,3,0,0,0,0,0
16152,1,2,1,0,1,4,1,0,0,0,0
16153,1,5,10,0,1,2,1,3,0,1,0
16154,1,1,11,0,0,3,0,0,0,1,0
16155,1,1,11,0,0,4,0,0,0,1,0
16156,1,4,6,0,1,6,1,2,0,1,0
16157,1,2,1,0,1,3,1,0,0,0,0
16158,1,2,1,0,1,6,1,0,0,1,0
16159,1,2,1,0,1,5,1,0,0,1,0
16160,1,2,0,0,0,3,0,0,0,0,0
16161,1,1,0,0,0,4,0,0,0,0,0
16162,1,2,0,0,0,4,0,0,0,0,0
16163,1,2,0,0,0,3,0,0,0,0,0
16164,1,3,0,0,0,2,0,0,0,0,0
16165,1,1,2,0,0,2,0,0,0,0,0
16166,1,1,2,0,0,2,0,0,0,0,0
16167,1,3,0,0,0,4,0,0,0,0,0
16168,1,3,0,0,0,4,0,0,0,0,0
16169,1,2,0,0,1,1,1,0,0,0,0
16170,1,3,0,0,0,4,0,0,0,0,0
16171,1,1,1,0,1,5,0,0,0,1,0
16172,1,1,0,0,0,0,0,0,0,0,0
16173,1,2,0,0,0,0,1,0,0,0,0
16174,1,1,0,0,0,0,0,0,0,0,0
16175,1,3,4,0,0,2,2,2,0,1,0
16176,1,1,0,0,0,4,0,0,0,0,0
16177,1,2,1,0,0,3,0,0,0,0,0
16178,1,2,1,0,0,4,0,0,0,0,0
16179,1,1,0,0,0,1,0,0,1,0,0
16180,1,1,0,0,0,0,0,0,0,0,0
16181,1,2,0,0,0,3,1,0,0,0,0
16182,1,2,0,0,0,3,1,0,0,0,0
16183,1,2,1,0,0,4,0,1,0,1,0
16184,1,2,1,0,0,4,0,1,0,1,0
16185,1,2,0,0,0,3,0,0,0,0,0
16186,1,2,0,0,0,3,1,0,0,0,0
16187,1,1,1,0,0,2,0,0,0,0,0
16188,1,1,0,0,0,3,0,0,0,0,0
16189,1,2,9,0,0,4,0,3,0,1,0
16190,1,2,9,0,0,4,0,3,0,1,0
16191,1,2,9,0,0,4,0,3,0,1,0
16192,1,2,9,0,0,4,0,3,0,1,0
16193,1,2,9,0,0,4,0,3,0,1,0
16194,1,2,9,0,0,4,0,3,0,1,0
16195,1,2,9,0,0,4,0,3,0,1,0
16196,1,2,9,0,0,4,0,3,0,1,0
16197,1,2,9,0,0,4,0,3,0,1,0
16198,1,2,9,0,0,4,0,3,0,1,0
16199,1,2,0,0,0,2,0,0,0,0,0
16200,1,2,0,0,0,2,0,0,0,0,0
16201,1,2,0,0,0,2,0,0,0,0,0
16202,1,2,0,0,1,2,1,0,0,0,0
16203,1,2,0,0,1,1,1,0,0,0,0
16204,1,2,0,0,1,2,1,0,0,0,0
16205,1,4,0,0,0,4,1,0,0,0,0
16206,1,2,7,0,0,4,1,2,0,1,0
16207,1,4,0,0,0,3,0,0,0,0,0
16208,1,3,1,0,0,3,1,0,0,0,0
16209,1,3,1,0,0,3,1,0,0,0,0
16210,1,1,0,0,0,2,0,0,0,0,0
16211,1,1,0,0,0,1,0,0,1,0,1
16212,1,7,12,0,0,4,1,4,0,1,0
16213,1,2,0,0,0,4,0,0,0,0,0
16214,1,3,0,0,0,4,1,0,0,0,0
16215,1,2,0,0,0,3,1,0,0,0,0
16216,1,1,0,0,0,0,0,0,0,0,0
16217,1,1,0,0,0,1,0,0,1,0,0
16218,1,2,0,0,0,1,1,0,0,0,0
16219,1,2,12,0,2,1,0,4,0,1,0
16220,1,1,0,0,2,1,0,0,0,0,0
16221,1,1,0,0,0,1,0,0,0,0,0
16222,1,2,12,0,0,1,0,4,0,1,0
16223,1,3,2,0,0,2,1,1,0,0,0
16224,1,3,1,0,0,4,0,1,0,1,0
16225,1,2,0,0,0,4,0,0,0,0,0
16226,1,2,9,0,0,4,0,3,0,1,0
16227,1,2,9,0,0,4,0,3,0,1,0
16228,1,2,9,0,0,4,0,3,0,1,0
16229,1,2,3,0,0,4,0,1,0,0,0
16230,1,2,0,0,0,4,0,0,0,0,0
16231,1,15,35,0,0,2,1,11,0,1,0
16232,1,2,0,0,1,3,1,0,0,0,0
16233,1,2,0,0,0,4,0,0,0,0,0
16234,1,2,0,0,0,3,1,0,0,0,0
16235,1,3,1,0,0,3,1,0,0,0,0
16236,1,3,1,0,0,3,1,0,0,0,0
16237,1,3,3,0,0,2,1,2,0,1,0
16238,1,3,0,0,0,2,1,0,0,0,0
16239,1,1,0,0,0,2,0,0,0,0,0
16240,1,3,0,0,0,4,1,0,0,0,0
16241,1,1,0,0,1,0,0,0,0,0,0
16242,1,1,1,0,0,3,0,0,1,0,0
16243,1,2,1,0,1,3,1,0,0,1,0
16244,1,2,0,0,0,4,1,0,0,0,0
16245,1,1,4,0,0,3,0,1,0,0,0
16246,1,1,0,0,0,0,0,0,0,0,0
16247,1,2,0,0,0,3,1,0,0,0,0
16248,1,1,0,0,0,4,0,0,0,1,0
16249,1,1,0,0,0,3,0,0,0,0,0
16250,1,2,0,0,1,3,1,0,0,0,0
16251,1,3,0,0,0,3,1,0,0,0,0
16252,1,2,0,0,2,1,1,0,0,0,0
16253,1,2,0,0,1,1,1,0,0,0,0
16254,1,2,0,0,0,1,1,0,0,0,0
16255,1,3,0,0,1,1,2,0,1,0,0
16256,1,2,0,0,0,2,0,0,1,0,0
16257,1,1,2,0,0,3,0,0,0,0,0
16258,1,1,0,0,0,4,0,0,0,0,0
16259,1,1,1,0,1,2,0,0,0,0,0
16260,1,1,1,0,2,2,0,0,0,0,0
16261,1,1,1,0,1,2,0,0,0,0,0
16262,1,1,2,0,0,3,0,0,0,0,0
16263,1,2,0,0,0,2,0,0,0,0,0
16264,1,2,0,0,0,1,0,0,0,0,0
16265,1,2,0,0,0,1,0,0,0,0,0
16266,1,2,0,0,0,1,0,0,0,0,0
16267,1,2,0,0,0,1,0,0,0,0,0
16268,1,2,0,0,1,3,0,0,0,0,0
16269,1,2,0,0,0,1,1,0,0,0,0
16270,1,1,0,0,0,1,0,0,0,0,0
16271,1,1,0,0,1,1,0,0,0,0,0
16272,1,1,0,0,1,1,0,0,0,0,0
16273,1,2,0,0,1,0,1,0,0,0,0
16274,1,2,0,0,0,1,1,0,0,0,0
16275,1,2,0,0,0,0,1,0,0,0,0
16276,1,3,7,0,0,4,0,2,0,1,0
16277,1,1,0,0,1,1,0,0,0,0,0
16278,1,2,1,0,0,3,0,0,0,0,0
16279,1,1,0,0,1,2,0,0,0,0,0
16280,1,1,0,0,0,0,0,0,0,0,0
16281,1,2,0,0,0,0,1,0,0,0,0
16282,1,2,0,0,0,1,1,0,0,0,0
16283,1,1,0,0,0,2,0,0,0,0,0
16284,1,1,0,0,0,2,0,0,0,0,0
16285,1,1,0,0,0,0,0,0,0,0,0
16286,1,1,0,0,1,0,0,0,0,0,0
16287,1,2,0,0,1,1,1,0,0,0,0
16288,1,3,0,0,0,0,2,0,0,0,0
16289,1,2,0,0,0,0,1,0,0,0,0
16290,1,1,0,0,0,1,0,0,0,0,0
16291,1,3,2,0,0,6,0,1,0,1,0
16292,1,4,2,0,0,6,0,1,0,1,0
16293,1,2,0,0,0,6,0,0,0,1,0
16294,1,2,2,0,0,6,0,1,0,1,0
16295,1,3,2,0,0,6,0,1,0,1,0
16296,1,1,0,0,0,2,0,0,0,0,0
16297,1,1,0,0,0,1,0,0,0,0,0
16298,1,2,0,0,1,8,1,0,0,0,0
16299,1,2,0,0,1,7,1,0,0,0,0
16300,1,4,4,0,1,4,0,1,0,1,0
16301,1,1,0,0,0,1,0,0,1,0,1
16302,1,3,0,0,0,1,0,0,0,1,0
16303,1,2,0,0,0,2,0,0,0,0,0
16304,1,2,0,0,0,1,1,0,0,0,0
16305,1,2,0,0,0,1,1,0,0,0,0
16306,1,3,8,0,0,3,1,3,0,1,0
16307,1,2,0,0,0,1,1,0,0,0,0
16308,1,5,0,0,0,3,1,0,0,1,0
16309,1,2,0,0,0,3,0,0,0,0,0
16310,1,1,0,0,0,0,0,0,0,0,0
16311,1,2,0,0,0,0,1,0,0,0,0
16312,1,4,0,0,0,6,1,0,0,0,0
16313,1,3,8,0,0,5,0,2,0,1,0
16314,1,1,0,0,0,1,0,0,0,0,0
16315,1,1,0,0,0,2,0,0,0,0,0
16316,1,4,0,0,0,6,1,0,0,1,0
16317,1,2,0,0,0,2,0,0,0,0,0
16318,1,1,2,0,0,4,0,0,0,0,0
16319,1,6,0,0,0,5,1,0,0,1,0
16320,1,2,0,0,0,2,0,0,0,0,0
16321,1,1,0,0,0,3,0,0,0,0,0
16322,1,4,17,0,0,2,1,6,1,1,0
16323,1,2,2,0,0,8,0,0,0,1,0
16324,1,2,0,0,0,3,1,0,0,0,0
16325,1,3,8,0,0,7,0,2,0,1,0
16326,1,2,0,0,0,3,1,0,0,0,0
16327,1,3,9,0,0,6,0,3,0,1,0
16328,1,3,0,0,0,4,0,0,0,0,0
16329,1,4,0,0,0,5,0,0,0,0,0
16330,1,2,0,0,0,5,0,0,0,0,0
16331,1,2,2,0,0,1,0,1,0,0,0
16332,1,4,6,0,0,1,2,3,0,1,0
16333,1,2,0,0,0,2,0,0,0,0,0
16334,1,1,1,0,0,6,0,0,0,1,0
16335,1,2,1,0,0,3,1,0,0,0,0
16336,1,15,35,0,0,2,1,11,0,1,0
16337,1,2,0,0,0,3,0,0,0,0,0
16338,1,2,2,0,0,1,0,1,0,0,0
16339,1,3,2,0,0,2,0,1,0,0,0
16340,1,2,0,0,0,3,1,0,0,0,0
16341,1,3,0,0,0,1,1,0,0,0,0
16342,1,4,1,0,1,2,2,0,0,1,0
16343,1,3,0,0,0,1,1,0,0,0,0
16344,1,2,0,0,2,0,1,0,0,0,0
16345,1,1,0,0,0,1,0,0,0,0,0
16346,1,3,6,0,0,6,0,2,0,1,0
16347,1,2,0,0,0,1,1,0,0,0,0
16348,1,2,0,0,0,1,1,0,0,0,0
16349,1,2,0,0,0,2,0,0,0,0,0
16350,1,2,0,0,0,1,1,0,0,0,0
16351,1,2,0,0,0,0,1,0,0,0,0
16352,1,2,9,0,0,3,0,3,0,1,0
16353,1,1,0,0,0,1,0,0,0,0,1
16354,1,1,0,0,0,1,0,0,0,0,1
16355,1,2,0,0,0,1,1,0,0,0,0
16356,1,1,0,0,0,0,0,0,0,0,0
16357,1,1,0,0,0,5,0,0,0,0,0
16358,1,2,0,0,0,1,1,0,0,0,0
16359,1,4,1,0,0,6,0,0,0,1,0
16360,1,9,9,0,0,3,0,4,0,1,0
16361,1,4,2,0,0,3,0,1,0,1,0
16362,1,3,2,0,0,5,1,1,0,1,0
16363,1,3,2,0,0,5,1,1,0,1,0
16364,1,3,0,0,0,2,1,0,0,0,0
16365,1,9,9,0,0,3,0,4,0,1,0
16366,1,4,2,0,0,3,0,1,0,1,0
16367,1,3,0,0,0,1,1,0,0,0,0
16368,1,2,2,0,1,1,1,1,0,0,0
16369,1,2,2,0,1,4,0,0,0,0,0
16370,1,2,0,0,0,0,1,0,0,0,0
16371,1,2,2,0,0,1,1,1,0,0,0
16372,1,2,0,0,0,1,1,0,0,0,0
16373,1,2,0,0,0,1,1,0,0,0,0
16374,1,2,0,0,0,1,1,0,0,0,0
16375,1,3,0,0,0,1,1,0,0,0,0
16376,1,8,9,0,0,3,1,4,0,1,0
16377,1,3,0,0,0,3,1,0,0,0,0
16378,1,1,0,0,0,2,0,0,0,0,0
16379,1,4,7,0,0,7,1,2,0,1,0
16380,1,4,6,0,0,7,1,2,0,1,0
16381,1,3,6,0,0,6,0,2,0,1,0
16382,1,1,1,0,1,4,0,0,0,0,0
16383,1,2,1,0,0,5,1,1,0,0,0
16384,1,2,0,0,0,2,0,0,0,0,0
16385,1,1,0,0,0,3,0,0,0,0,0
16386,1,2,0,0,0,6,0,0,0,0,0
16387,1,2,3,0,0,8,1,1,0,1,0
16388,1,2,13,0,0,4,0,0,0,1,0
16389,1,2,8,0,0,1,1,3,0,1,0
16390,1,2,0,0,0,5,1,0,0,1,0
16391,1,6,7,0,0,6,0,2,0,1,0
16392,1,2,0,0,0,1,0,0,0,0,0
16393,1,3,2,0,0,4,1,1,0,1,0
16394,1,3,0,0,0,4,1,0,0,0,0
16395,1,6,6,0,0,6,0,2,0,1,0
16396,1,1,0,0,0,1,0,0,0,0,0
16397,1,1,3,0,0,7,0,1,0,1,0
16398,1,1,0,0,0,5,0,0,0,0,0
16399,1,1,1,0,0,7,0,0,0,1,0
16400,1,1,3,0,0,7,0,1,0,1,0
16401,1,2,1,0,0,5,0,0,0,1,0
16402,1,2,0,0,0,2,1,0,0,0,0
16403,1,2,0,0,0,1,1,0,0,0,0
16404,1,2,0,0,0,3,1,0,0,0,0
16405,1,1,0,0,0,3,0,0,0,0,0
16406,1,4,7,0,0,7,1,2,0,1,0
16407,1,5,3,0,0,3,0,1,0,1,0
16408,1,7,38,0,0,3,0,7,0,1,0
16409,1,2,0,0,0,2,1,0,0,0,0
16410,1,15,34,0,0,3,0,10,0,1,0
16411,1,2,0,0,0,1,1,0,0,0,0
16412,1,2,0,0,0,3,1,0,0,0,0
16413,1,2,0,0,1,1,1,0,0,0,0
16414,1,2,0,0,1,2,1,0,0,0,0
16415,1,4,6,0,0,7,1,2,0,1,0
16416,1,1,0,0,0,1,0,0,0,0,0
16417,1,1,0,0,0,1,0,0,0,0,0
16418,1,1,0,0,0,1,0,0,0,0,0
16419,1,1,0,0,0,1,0,0,0,0,0
16420,1,1,0,0,0,1,0,0,0,0,0
16421,1,1,0,0,0,2,0,0,0,0,0
16422,1,3,0,0,5,7,2,0,0,1,0
16423,1,2,0,0,0,1,1,0,0,0,0
16424,1,2,0,0,0,0,1,0,1,0,0
16425,1,4,0,0,0,5,0,0,0,0,0
16426,1,2,0,0,0,0,1,0,1,0,0
16427,1,4,6,0,0,7,1,2,0,1,0
16428,1,2,1,0,0,5,1,0,0,1,0
16429,1,2,0,0,0,3,1,0,0,0,0
16430,1,4,7,0,0,6,1,2,0,1,0
16431,1,1,0,0,0,1,0,0,0,0,1
16432,1,1,0,0,0,1,0,0,0,0,1
16433,1,1,0,0,0,1,0,0,0,0,1
16434,1,1,0,0,0,1,0,0,0,0,1
16435,1,1,0,0,0,1,0,0,0,0,1
16436,1,1,0,0,0,1,0,0,0,0,1
